物件名稱,售價,經度,緯度,屋齡
北投鄉林玉川溫泉渡假宅Ⅱ,5868.0,121.512710145,25.1362869868,11.6
雙捷運機能美宅,1480.0,121.468894294,25.1290215252,45.3
E12 甲桂林明亮3房,2180.0,121.530034691,25.1276349504,41.4
關渡平原景觀美廈,3480.0,121.503688782,25.117748612,38.8
鄉林大境2房名邸,2980.0,121.529573127,25.1318308588,13.0
B307捷運面公園電梯三房車,3500.0,121.508054663,25.1201637101,34.7
天母天墅景觀宅,10800.0,121.523001935,25.1180859808,19.3
正北士科首購精選,3688.0,121.513945433,25.1068248339,0.4
奇岩路華廈4房1樓+車位,2700.0,121.508320308,25.1287632416,30.3
專任-北投稀有持分商一建地,930.0,121.502957,25.132074,
湯布院溫馨電梯美套,750.0,121.510485294,25.1402110375,18.1
輝達概念宅天母哲學之道高樓大戶,9580.0,121.52344323,25.121915758,21.7
北投中和街精美大三房,2280.0,121.499002259,25.1431831834,44.9
近家樂福有庭院拉皮透天,3100.0,121.493448697,25.14665165,53.5
昇陽3+1房雙車位,5300.0,121.528231178,25.1249603831,21.0
樹山丘A區B6露台戶三房,2989.0,121.48772493,25.1420566094,4.5
樹山丘A區A8二房,2297.0,121.48772493,25.1420566094,4.5
石牌學區捷運美三房$,2780.0,121.513373228,25.1120296391,42.9
P011捷運薇閣電梯四房坡車,4280.0,121.498499677,25.137267257,29.4
首購台北市2房車位-築尚,1888.0,121.467152437,25.1210502435,14.7
白宮山莊大土地別墅,6888.0,121.502941856,25.1493405199,48.7
樹山丘綠意三房車,2989.0,121.48772493,25.1420566094,4.5
樹山丘露臺3房車B06,2989.0,121.48772493,25.1420566094,4.5
專任湯布院挑高一樓附車位,2400.0,121.510485294,25.1402110375,18.1
鄉林玉川豪景溫泉宅雙車,5980.0,121.51238071,25.1358420612,11.9
P018宏普新邑高樓精裝美宅,3800.0,121.504147,25.12912,10.7
B315同德社區一樓美寓,2880.0,121.527972186,25.1242104732,41.4
復興高中庭院別墅,4980.0,121.501189449,25.144309382,34.5
雲天美好拾光,850.0,121.502946728,25.134890207,20.3
B319虹橋低總景觀小宅,860.0,121.506674652,25.1399544542,48.2
復興公園低總價邊間三樓,998.0,121.503197792,25.1418646263,56.8
B300石牌捷運燙金置產小宅,1028.0,121.514038055,25.1135957684,17.7
奇岩捷運站前高投報建地,1100.0,121.500435153021,25.126862676343,
B255土地大商三黑土屋,5700.0,121.500544274,25.1324224958,94.6
窗映綠境·鉑玉靜謐,6388.0,121.522157296,25.1241121956,12.4
B280陽大捷運車庫透天,3980.0,121.510817382,25.1219827491,52.9
神隱村(5D)-溫泉養生宅,1877.0,121.51314,25.14063,-1.0
神隱村(5C)-溫泉養生宅,1877.0,121.51314,25.14063,-1.0
璞園心地居四房雙車,7766.0,121.518567559,25.1136740685,14.8
薇閣御之泉兩房湯屋,1600.0,121.503354476,25.1377708621,19.8
B296石牌學區捷運置產小宅,1465.0,121.514038055,25.1135957684,17.7
K509古京華廈美宅,1143.0,121.498335,25.142258,-1.0
B288北投好市多旁景觀別墅,8800.0,121.463426068,25.1229134093,37.6
北投別墅,5500.0,121.509695917,25.1357064248,64.6
北投全新裝潢一樓,1850.0,121.49925371,25.1425843475,47.8
P001捷運國泰華威景觀2房車,2988.0,121.496585408,25.1346792013,2.4
石牌學區捷運屋況優3房,2600.0,121.510303856,25.1153081437,55.3
榮華特區美宅配車,1288.0,121.524052724,25.1124441858,31.3
P002捷運國泰華威景觀3房車,5250.0,121.496601927,25.1347102569,2.4
國泰雍萃高樓3房車位,6880.0,121.518671,25.104677,-1.0
B286北投薇閣特區車庫別墅,15000.0,121.506836404,25.1465711034,54.8
樹山丘A區A6露台戶三房,3249.0,121.48772493,25.1420566094,4.5
樹山丘A區B1露台戶三房,3465.0,121.48772493,25.1420566094,4.5
樹山丘A區A11露台戶三房,3605.0,121.48772493,25.1420566094,4.5
樹山丘A區B9露台美裝二房,2499.0,121.48772493,25.1420566094,4.5
北士科土地持分大透天,6900.0,121.519902649,25.1068031761,56.8
北士科&宏普陽明面公園邊間三房+車位,5388.0,121.513945433,25.1068248339,-1.0
北士科&宏普陽明邊間大三房+車位,6388.0,121.513945433,25.1068248339,-1.0
北士科一級全棟店面,13800.0,121.513221317,25.1143018314,58.5
基泰明德景觀電梯房,6980.0,121.519637329,25.1124980149,15.6
北士科景觀四室雙車,5888.0,121.501654014,25.1325680246,16.7
樹山丘兩房露台車II,2833.0,121.48805,25.142851,4.4
公園大院.景觀三房車,3188.0,121.50119927,25.1394594851,1.7
公園大院.景觀三房車,3188.0,121.50119927,25.1394594851,1.7
新北投捷運三角金店面,5800.0,121.499081133,25.1382694165,17.8
石牌捷運土地56.27優質透天,9680.0,121.509987202,25.1141756945,58.5
B311昇陽麗鉑邊間三房坡車,4500.0,121.525573226,25.1237806743,1.2
樹山丘捷運大露臺車B09,2499.0,121.48772493,25.1420566094,4.5
❤復興崗站歐洲花城都更寓,2700.0,121.483310766,25.1374264915,40.0
B312昇陽麗鉑高樓三房坡車,4500.0,121.525573226,25.1237806743,1.2
樹山丘捷運2房車車B08,2452.0,121.48772493,25.1420566094,4.5
公園大院.景觀三房車,3188.0,121.50119927,25.1394594851,1.7
公園大院.景觀三房車,3188.0,121.50119927,25.1394594851,1.7
石牌捷運站都更透天厝,9680.0,121.509987202,25.1141756945,58.5
畔溪壹品,12372.0,121.525066583,25.122197677,10.8
A01懷德面寬店辦,5580.0,121.519993637,25.1144137562,31.3
樹山丘兩房露台車I,2499.0,121.48772493,25.1420566094,4.5
新北投都更屋,4800.0,121.501783075,25.1378187932,51.3
北士科明德莊美邸,5698.0,121.5181804,25.1070167256,9.9
吉星兩房全新件,798.0,121.50475725,25.1356235275,45.1
日光溫泉社區一樓,1800.0,121.506154444,25.141140011,41.0
獨賣雙語學區電梯景觀三房,1950.0,121.497945864,25.1388887616,40.3
*甲桂林景觀三房$,2345.0,121.530610161,25.1290897668,41.3
同德低總價大空間鼎加,1750.0,121.527933718,25.124489029,45.7
B59泉源芬多精大土地別墅,9988.0,121.515134716,25.1410489852,46.0
文化國小雅寓3房,1380.0,121.496223181,25.1363717483,48.8
P024奇岩捷運景觀鼎加美寓,1788.0,121.507431565,25.1287517929,51.0
復興崗捷運3房,1495.0,121.489594273,25.1383555988,42.6
O30奇岩捷運電梯廠辦車位2樓,6880.0,121.500412325,25.1221625696,32.3
O31奇岩捷運電梯廠辦車3樓,6880.0,121.500412325,25.1221625696,32.3
北投泉源路透天休閒旅館,9600.0,121.515134716,25.1410489852,46.0
陽明山優美庭園樓中樓,4288.0,121.547519041,25.152251093,40.2
捷運吉星收租小套,570.0,121.50475725,25.1356235275,45.1
甲桂林精裝兩房,1738.0,121.530882847,25.1276880031,41.5
關渡水鳥公園邊間一樓,2180.0,121.468725854,25.1187113456,44.3
泉隱村山景悠悠美宅+車位,1280.0,121.512096113,25.1406014423,12.8
捷運約3分鐘電梯有車位,2420.0,121.485599644,25.1391148835,31.1
近榮總抽籤車位邊間方正一樓,2880.0,121.527972186,25.1242104732,41.4
神隱村神仙部落,1877.0,121.513153066,25.1402749101,-1.0
天母新城方正三房,3480.0,121.52514939,25.1209825357,41.3
石牌雙學區3面採光鼎佳,2380.0,121.507473539,25.118033992,52.3
預售-神隱村神仙部落溫泉養生宅,1877.0,121.502957,25.132074,-1.0
神隱村神仙部落溫泉養生宅5D,1877.0,121.502957,25.132074,-1.0
B317明德捷運優質美寓,2600.0,121.518011331,25.1088242922,45.2
捷運可樂小美宅白磺湯屋,1080.0,121.503895613,25.1362787288,29.3
石牌捷運優質學區收租套房,1028.0,121.514038055,25.1135957684,17.7
稀有一F住. 辦. 店,5580.0,121.519993637,25.1144137562,31.3
士北科兩房坡平車位,3480.0,121.514242522,25.1082856787,30.1
全陽愛登堡景觀3房車位,7280.0,121.514306679,25.1168127524,17.7
遠雄山晴山景大戶雙車位,8580.0,121.505381821,25.1257079157,9.7
石牌面寬大空間一樓,2980.0,121.512782976,25.1109365496,49.0
榮華特區公園電梯3房,3780.0,121.52437753,25.1118228563,44.1
近榮總天母新城電梯三房,4380.0,121.525076563,25.1212188076,41.8
B322文林北路靜巷一樓公寓,2880.0,121.519875267,25.1058953459,53.8
北士科亮麗美寓,3180.0,121.516474949,25.1083454859,50.6
中和街品味一樓,1850.0,121.49925371,25.1425843475,47.8
B321捷運稀有榮華大戶三房車,5880.0,121.521342372,25.1138705045,43.3
B69明德核心景觀坡平豪邸,10800.0,121.522424841,25.115297968,10.3
知行路透天店面,8000.0,121.467228965,25.1220524814,57.3
國泰漂亮透天屋,3500.0,121.496851172,25.1440150974,52.8
P022新北投景觀好宅露台戶,4580.0,121.503349599,25.1359581188,14.8
奇岩重劃旁美三房,2988.0,121.505154089,25.129582164,0.5
B324奇岩尚禾淳可改三房配車,3080.0,121.505154089,25.129582164,0.5
輝達宅‧宏普陽明景觀3房車,4468.0,121.51384,25.106782,-1.0
捷運石牌優質學區收租套房,1465.0,121.514038055,25.1135957684,17.7
北士科柏鴻君臨高樓露台戶,9398.0,121.518906038,25.1039992723,-1.0
北士科柏鴻君臨豪邸,9408.0,121.519434982,25.1041120402,-1.0
士北科捷運美透天,3888.0,121.508480178,25.1214298748,52.8
V51風彩明亮一樓,1850.0,121.49925371,25.1425843475,47.8
B84士北科近捷運金店面,3580.0,121.515183543,25.1098458416,52.3
陽金公路面寬一樓(二),4998.0,121.547384257,25.1525077546,48.7
陽金公路面寬一樓(一),4998.0,121.547352878,25.1524998718,48.7
新北投日式溫馨空間,960.0,121.504342705,25.1354753986,30.7
樹山丘綠海建築3房＋車位,3368.0,121.48772493,25.1420566094,4.5
北投散步泡湯雅典溫馨套房,498.0,121.510526129,25.1374671929,49.2
關渡平原持分農地(小),859.0,121.49747,25.12202,
稀有完整方正公設地,22100.0,121.49187,25.11796,
未來輝達為鄰稀有超值農地,2150.0,121.48786,25.12438,
※薇閣※稀有高樓三房露台戶,2880.0,121.504093299,25.144530603,31.0
北投景觀溫泉小屋,998.0,121.504501387,25.1362296013,48.2
正馬路邊!置產公設地!,2850.0,121.48493,25.12014,
C52泉源路低總美寓,768.0,121.507287323,25.1403099221,44.8
專約-陽明山優美農地誠意出價談,838.0,121.502957,25.132074,
北士科關渡平原農地,1688.0,121.49339,25.13456,
北投國中精品三房富車位,2998.0,121.505871858,25.1341666683,9.8
關渡捷運面公園美寓,1280.0,121.466249145,25.1192530117,47.2
北投安靜兩房養生溫泉公寓,1330.0,121.513298182,25.1406550236,50.5
北投樹林路住二建地,5900.0,121.490521604,25.1427272347,
北投三軍總院旁山景三房車位,2980.0,121.511211972,25.1403546139,12.5
獨家-陽明山適遊憩景觀臨路農地,2988.0,121.502957,25.132074,
捷運溫泉都好近之北投二房,1158.0,121.507287323,25.1403099221,44.8
關渡平原持分農地(大),3875.0,121.49871,25.12227,
石牌捷運低樓層美寓,2180.0,121.510209973,25.1191495785,49.3
北投景觀裝潢屋,3088.0,121.511211972,25.1403546139,12.5
陽明山庭院壹樓,3500.0,121.547553052,25.1523397132,40.2
近石牌國中套房穩定出租用,1028.0,121.514038055,25.1135957684,17.7
白色康寧公寓頂加,2300.0,121.611871493,25.0745713318,38.9
內湖馨讚,1200.0,121.606209081,25.071455017,19.7
大湖親水公園邊間三房,2450.0,121.599969455,25.0896988358,38.9
湖興公園旁一樓寓,3500.0,121.589981212,25.0664124413,36.8
智慧大樓挑高廠辦,6480.0,121.568294183,25.07845879,26.8
F2獨家西湖大第三房坡車,3188.0,121.560420521,25.0885722582,32.3
美墅綠天地,6288.0,121.598345735,25.0862422626,39.7
內湖行善大住店辦,7980.0,121.576627336,25.0567687051,27.8
墅琴獨棟頂級別莊,14800.0,121.598259038,25.0693708358,19.4
&碧湖苑靜謐豪邸,8800.0,121.57970995,25.0828987394,7.8
JZ1內湖低總低單廠寓,1505.0,121.561413633,25.0845350489,41.0
FZ6港墘站公寓頂家,2799.0,121.573368377,25.0842079923,46.3
內科稀有1樓門前好停車,3188.0,121.584566993,25.0750840125,38.2
文湖街門口方便停車一樓,1880.0,121.561111069,25.0910453069,45.4
內湖成功路邊間公寓,1666.0,121.588972736,25.0660943975,46.3
內湖文湖國小旁林地,19429.0,121.589363,25.069372,
專約!內溝溪6915坪農地,3450.0,121.623996,25.084922,
台北市內湖農地,5628.0,121.62447,25.09087,
內溝溪土地(地上有建物未登記),580.0,121.62190876,25.0889884857,
I2大湖公園庭院電梯別墅,9500.0,121.599803945,25.0820614011,24.2
港墘捷運景觀樓中樓,6988.0,121.580281574,25.0836954237,29.9
BZ6西湖站低總價美辦,950.0,121.564540236,25.0863606458,30.5
內湖私隱電梯別墅,9888.0,121.600992274,25.0683479216,17.2
五期遠雄常御3房平車,5088.0,121.582586151,25.0594282257,5.8
元大之星SRC豪邸,11888.0,121.583029084,25.0585376934,13.3
專任東湖大湖段開心農場就在市區,3980.0,121.62054,25.08349,
坐擁碧湖綠意/內湖景觀四房大宅,3800.0,121.581009952,25.0824928766,43.3
內科港墘路辦公大樓,5200.0,121.574494301,25.0759040326,26.3
♥北市內湖穩定收租土地,3300.0,121.589363,25.069372,
B5不二價面公園低總套房,898.0,121.615976121,25.0706956536,30.3
J3三總民權東面寬金店,4280.0,121.594500177,25.0690935478,18.6
內科金矽谷5挑高氣派店辦,16800.0,121.566502625,25.0814268974,25.5
內湖科學園區西湖段,40000.0,121.573353,25.075692,
內科金矽谷挑高大露臺廠辦,7988.0,121.566220979,25.0810889664,17.2
DZ5文德站邊間採光正二房,1798.0,121.585316441,25.0757150303,43.3
專-東湖商圈東湖路稀有建地獨售,3600.0,121.61555,25.0683,
內湖劍南站一樓大空間店面,4980.0,121.560977095,25.0872299348,31.8
內湖江南街住三建地,12773.0,121.589363,25.069372,
內湖科學園區土地,35500.0,121.580442,25.062309,
大面寬臨路工業地,54000.0,121.573714,25.06495,
領世堡坡道B3機械車位,190.0,121.607156536,25.0728709553,18.3
內湖湖山村三車獨棟美墅,6800.0,121.613494513,25.0759922495,40.2
內湖翔譽景觀兩房車,2880.0,121.579281169,25.0544893365,6.8
內湖成功路公園用地,10109.0,121.589363,25.069372,
內湖南京i-come車位,200.0,121.586289251,25.0578642143,17.9
內湖長堤高樓附車位,3288.0,121.593792487,25.0624293373,17.7
三總湖適獨立坡平車位,200.0,121.588873108,25.0732570234,27.5
麥帥新城高樓3房,2980.0,121.575603999,25.0556267515,27.8
麗山學區靜巷3樓,1798.0,121.584919476,25.0886689725,46.2
文德好境綠蔭精裝宅,1368.0,121.585550492,25.074397068,6.7
E23超便宜內科一樓店辦,8800.0,121.568391312,25.0784161479,26.8
&麗湖靜巷精品美廈,1588.0,121.604010664,25.0741388278,6.3
陽光靜巷2+1房,2288.0,121.601857124,25.0874298689,38.2
大湖公園陽光美寓,2368.0,121.601857124,25.0874298689,38.2
東湖大露台電梯三房附車位,3960.0,121.615593165,25.0673352393,28.3
內湖店辦好停車1樓+地下室,2680.0,121.585645873,25.0684485149,44.3
內湖站捷運麗山獨戶美妝,1958.0,121.587316822,25.0879808942,
麗山學區金龍美寓,1998.0,121.587316822,25.0879808942,42.2
好收租攤位,438.0,121.592860882,25.0827204485,30.4
尊貴不凡雲立方4房+露臺+3車,6680.0,121.59274283,25.0822481518,12.8
B2742內湖捷運超級金三角,7388.0,121.592495544,25.0827159867,31.7
A125瓏山林文德好境綠景,1360.0,121.585550492,25.074397068,6.7
專任內湖四期福人居透天,6980.0,121.593074206,25.0694195572,26.1
湖光收租店辦,19000.0,121.592170211,25.0821875254,36.3
內湖捷運商場金店辦,19300.0,121.592170211,25.0821875254,36.3
內湖站收租店辦2~3樓,19300.0,121.592170211,25.0821875254,36.3
大湖富邦大戶名邸,6800.0,121.615205221,25.0705516501,35.3
E11獨賣內湖赫里翁社區,6980.0,121.563116551,25.086439484,9.8
濱湖邊間一樓,2680.0,121.621415467,25.0752453427,39.6
南京新明潛力超戰一樓,1780.0,121.579028615,25.0548608106,44.0
內科瑞光路高CP值壹樓廠辦,8800.0,121.568391312,25.0784161479,26.8
內湖大湖段農地,2180.0,121.606227,25.0869404,
底特律科技廠辦II,6500.0,121.57534043,25.0686252034,28.5
內湖捷運收租店辦,19000.0,121.592170211,25.0821875254,36.3
新明路車位（可單購）,180.0,121.577689678,25.053921835,14.3
新明路車位（67號）,90.0,121.577689678,25.053921835,14.3
新明路車位（61號）,90.0,121.577689678,25.053921835,14.3
內湖美秀館挑高三室,3600.0,121.582728435,25.0557320874,16.9
港墘捷運邊間獨戶頂佳,1766.0,121.574931063,25.0839563564,42.8
E56文德捷運電梯3房,2580.0,121.581163246,25.0783093786,42.1
森大直庭院宅,5000.0,121.559435881736,25.0895414175278,8.2
內湖成功大商場,19000.0,121.592170211,25.0821875254,36.3
內湖美秀館創意加車,3600.0,121.582728435,25.0557320874,16.9
內湖美秀極品樓中樓加車位,3600.0,121.582728435,25.0557320874,16.9
內湖捷運金店辦商場,19000.0,121.592176,25.082209,36.3
內湖美套+14車位,3788.0,121.588873108,25.0732570234,27.5
內湖國賓大戶官邸,8688.0,121.590972262,25.0697066499,10.8
西湖寧靜綠景四房,4860.0,121.571039261,25.0823912126,32.0
內湖環河通商大樓,78000.0,121.595699391,25.0609945901,5.8
西湖站辦公,5888.0,121.565102563,25.0863527611,16.9
Y422內湖四期美透天別墅,6130.0,121.602718778,25.0681619599,24.6
港墘捷運一層一戶頂+,1856.0,121.572039579,25.0815756178,47.8
內科近捷運廠辦,5000.0,121.570735274,25.0809230529,28.7
超近西湖捷運邊間辦公,4727.0,121.570735274,25.0809230529,28.7
金矽谷全球經貿中心(企業總部),189000.0,121.583611382,25.0626410697,0.8
東湖學區溫馨2房車,2298.0,121.618796667,25.0720488981,28.2
東湖路方正美寓鼎家,2080.0,121.614341427,25.0688575936,40.7
東湖千坪人潮店,38000.0,121.615554447,25.0675707449,28.3
內湖大型商場店辦,38000.0,121.615554447,25.0675707449,28.3
生活派對挑高1房+車位,1850.0,121.591192532,25.0670394343,23.3
內湖捷運AIT芳鄰雅寓,2380.0,121.596686395,25.0825394258,44.3
B205康樂小套房,989.0,121.616517094,25.0711024061,33.7
東湖國小公園雅寓,1630.0,121.617438081,25.070132224,41.7
大湖國小綠景四房車位,3180.0,121.601053754,25.0886215341,37.6
哈拉影城黃金店面,6888.0,121.612438088,25.0697602599,36.8
J7捷運東湖人潮實店面,5168.0,121.6139488,25.0690008,39.2
閱讀歐洲樓中樓花園豪宅,9288.0,121.607435928,25.0742154788,25.2
文德公園旁一樓,2480.0,121.58058798,25.0776952362,43.3
