路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型,行政區
台北市內湖區內湖路二段,25.082381,121.590611,1.5年,60.92,6388,1,3房2廳2衛,0,15,7,['L'],內湖區
台北市內湖區民權東路六段,25.067594,121.600894,17.6年,32.26,3388,1,2房2廳1衛,1,7,1,['M'],內湖區
台北市內湖區文湖街,25.091047,121.561117,45.4年,30.06,1880,0,3房2廳1衛1室,0,4,1,['A'],內湖區
台北市內湖區南京東路六段,25.058146,121.586314,17.9年,13.01,1050,0,1房1廳1衛1室,1,12,3,['L'],內湖區
台北市內湖區民權東路六段,25.067656669721,121.60240607612,20.7年,80.67,7890,1,4房2廳5衛1室,1,3,B1-3,['D'],內湖區
台北市內湖區金龍路,25.088491,121.587413,36.4年,59.93,3398,0,5房2廳3衛1室,0,10,5-6,['M'],內湖區
台北市內湖區文湖街,25.089929,121.560235,32.0年,105.33,6355,1,5房2廳3衛,0,9,5-6,['M'],內湖區
台北市內湖區星雲街,25.0808,121.595453,21.2年,55.37,5888,1,4房2廳2衛,0,14,5,['L'],內湖區
台北市內湖區環山路二段,25.084655,121.573079,44.6年,24.88,2298,0,3房2廳1衛,0,4,1,['A'],內湖區
台北市內湖區成功路四段,25.084868,121.600036,29.1年,140.51,9868,2,5房3廳3衛,1,19,18-19,['L'],內湖區
台北市內湖區新明路,25.055615,121.581475,12.2年,46.67,3100,2,3房1廳2衛1室,1,6,B1-1,['M'],內湖區
台北市內湖區金湖路,25.0741821,121.5999073,19.1年,90.96,7980,1,4房2廳3衛,0,5,B1-1,['M'],內湖區
台北市內湖區成功路五段,25.075371,121.607814,27.5年,42.71,3988,2,3房2廳2衛,0,14,13-14,['L'],內湖區
台北市內湖區金湖路,25.073802,121.59823,27.6年,60.5,4970,1,4房3廳3衛,0,4,1-4,['D'],內湖區
台北市內湖區民權東路六段,25.068915,121.610463,33.0年,101.72,5980,1,3房3廳4衛1室,0,15,B1-1,['L'],內湖區
台北市內湖區成功路五段,25.075448,121.607586,27.5年,45.31,4280,1,2房2廳1.5衛,1,14,2-3,['L'],內湖區
台北市內湖區民權東路六段,25.068131,121.602759,24.6年,95.97,7980,2,4房3廳5衛5室,1,4,B1-4,['D'],內湖區
台北市內湖區成功路四段,25.086378,121.597682,39.7年,112.37,6880,1,6房3廳4衛4室,1,4,B1-4,['D'],內湖區
台北市內湖區金龍路,25.085864,121.593459,22.0年,59.87,5200,1,3房3廳2衛,1,8,7-8,['M'],內湖區
台北市內湖區瑞光路,25.071057,121.578162,20.2年,115.74,9268,1,8房2廳4衛7室,1,4,1-4,['D'],內湖區
台北市內湖區成功路五段,25.073861,121.605318,17.8年,34.6,2998,1,2房2廳1衛2室,1,12,9,['L'],內湖區
台北市內湖區金湖路,25.074175,121.599988,19.1年,64.73,6358,0,4房2廳2.5衛,0,5,4-5,['M'],內湖區
台北市內湖區金龍路,25.085225,121.593942,10.8年,66.49,7200,1,3房2廳2衛1室,1,11,1,['L'],內湖區
台北市內湖區環山路一段,25.087866,121.567139,33.8年,94.88,7980,1,4房3廳3衛1室,0,7,6-7,['M'],內湖區
台北市內湖區金龍路,25.088890474769,121.58740627082,29.3年,74.54,4580,1,4房2廳2衛,0,15,2,['L'],內湖區
台北市內湖區星雲街,25.079276,121.591258,37.8年,70.39,3988,1,4房3廳2.5衛,0,5,4-5,['A'],內湖區
台北市內湖區瑞光路,25.069728,121.584384,20.2年,72.55,5380,2,4房3廳3衛2室,1,3,1-3,['D'],內湖區
台北市內湖區民權東路六段,25.068348,121.600997,17.1年,117.46,9888,2,5房3廳5衛3室,1,4,B1-4,['D'],內湖區
台北市內湖區民權東路六段,25.068162481941,121.602723255,24.6年,96.09,6130,2,6房2廳4衛,0,4,B1-4,['D'],內湖區
台北市內湖區成功路四段,25.082509,121.592152,36.4年,72.89,5880,0,2廳2衛3室,1,16,1,['L'],內湖區
台北市內湖區內湖路三段,25.08738,121.588589,46.8年,22.71,1980,0,3房2廳2衛1室,1,5,1,['A'],內湖區
台北市內湖區大湖山莊街,25.086663,121.603566,21.6年,110.06,8498,2,6房2廳4衛1室,1,5,3-5,['M'],內湖區
台北市內湖區民權東路六段,25.068165,121.597641,27.6年,87.04,5680,0,5房4廳4衛1室,1,4,1-4,['D'],內湖區
台北市內湖區大湖山莊街,25.08678,121.600457,29.6年,31.65,2180,1,3房2廳2衛,1,4,-1,['M'],內湖區
台北市內湖區環山路二段,25.085887,121.573231,7.5年,31.75,2598,1,2房1廳1衛,1,5,2,['M'],內湖區
台北市內湖區內湖路二段,25.084357,121.581788,43.0年,39.21,2988,0,2房2廳2衛2室,1,14,11-12,['L'],內湖區
台北市內湖區康寧路三段,25.06867,121.611686,36.2年,53.73,3188,1,3房2廳2衛1室,0,5,2-3,['A'],內湖區
台北市內湖區新明路,25.055615,121.581475,12.2年,37.61,2988,0,3房1廳2衛1室,1,6,B1-1,['M'],內湖區
台北市內湖區大湖山莊街,25.086763,121.600106,29.6年,44.85,3888,2,4房2廳2衛1室,1,4,4,['M'],內湖區
台北市內湖區內湖路一段,25.087696,121.559496,35.7年,70.71,3988,1,5房2廳3衛1室,1,5,4-5,['A'],內湖區
台北市內湖區文湖街,25.09061,121.560124,18.1年,23.27,1680,1,3房2廳1衛,1,8,2,['M'],內湖區
台北市內湖區民權東路六段,25.064499,121.59448,16.8年,28.6,2480,1,3房2廳1衛1室,1,5,4,['M'],內湖區
台北市內湖區民權東路六段,25.068190197362,121.59751980691,27.6年,87.05,7288,0,6房4廳4衛2室,1,4,1-4,['D'],內湖區
台北市內湖區新明路,25.05378,121.577916,25.2年,38.9,2888,1,3房2廳1衛2室,1,14,1,['L'],內湖區
台北市內湖區內湖路一段,25.087112,121.563621,37.3年,38.38,3498,0,4房2廳2衛1室,1,5,B1-1,['A'],內湖區
台北市內湖區文湖街,25.088341,121.56064,32.3年,93.99,5680,2,5房4廳3衛1室,0,7,B1-1,['M'],內湖區
台北市內湖區康樂街,25.076684,121.620125,37.0年,69.15,3380,1,7房2廳4衛,1,5,4-5,['A'],內湖區
台北市內湖區金湖路,25.073073,121.603573,20.0年,55.27,4588,1,3房2廳2衛,0,10,5,['M'],內湖區
台北市內湖區內湖路一段,25.080876,121.579041,47.0年,22.44,2288,0,5房2廳2衛,1,4,4,['A'],內湖區
台北市內湖區大湖山莊街,25.087561,121.604525,30.8年,204.68,29800,1,8房3廳10衛3室,1,3,B1-3,['D'],內湖區
台北市內湖區安泰街,25.077138,121.616656,29.2年,40.33,1980,1,3房2廳1衛,1,8,7,['M'],內湖區
台北市內湖區內湖路三段,25.087624,121.591657,45.1年,36.91,2399,0,4房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區康樂街,25.07259630555,121.61788453869,20.3年,36.19,2400,1,3房2廳2衛1室,1,11,10,['L'],內湖區
台北市內湖區康寧路三段,25.077335,121.612165,36.8年,100.0,4688,1,5房4廳3衛1室,1,3,B1-3,['D'],內湖區
台北市內湖區成功路二段,25.073853,121.589716,13.3年,97.7,7500,2,3房2廳3衛2室,0,14,14,['L'],內湖區
台北市內湖區瑞光路,25.072738,121.579876,18.2年,163.02,11000,3,6房2廳7衛,1,4,B1-4,['D'],內湖區
台北市內湖區成功路二段,25.066514,121.589992,36.8年,59.91,4280,0,4房5廳2衛2室,1,7,B1-1,['M'],內湖區
台北市內湖區東湖路,25.070112,121.617096,40.8年,33.75,1998,0,7房3廳3衛,1,5,5,['A'],內湖區
台北市內湖區康寧路三段,25.074822,121.615226,37.4年,87.33,5808,1,4房2廳5衛,0,3,1-3,['D'],內湖區
台北市內湖區內湖路二段,25.08372,121.586395,41.4年,38.16,2358,0,4房3廳3衛,1,5,5,['A'],內湖區
台北市內湖區大湖街,25.081879,121.599996,31.7年,42.16,2798,2,3房3廳2.5衛,1,3,3,['A'],內湖區
台北市內湖區內湖路二段,25.084146,121.585069,52.7年,49.58,10999,0,5房2廳3衛,1,2,1-2,['D'],內湖區
台北市內湖區成功路四段,25.080743,121.593169,37.0年,39.21,3388,0,5房2廳2.5衛,1,5,2-3,['A'],內湖區
台北市內湖區大湖山莊街,25.089566,121.600133,36.6年,64.93,3700,1,4房2廳3衛2室,1,4,2-4,['A'],內湖區
台北市內湖區康寧路三段,25.069804,121.611163,20.6年,56.21,4280,1,3房2廳2衛1室,0,12,2,['L'],內湖區
台北市內湖區大湖山莊街,25.088968,121.599822,36.7年,54.91,3500,1,3房2廳3衛2室,0,5,B1-2,['A'],內湖區
台北市內湖區康樂街,25.073926,121.620106,39.4年,49.55,3800,0,3房2廳2衛1室,0,5,B1-1,['A'],內湖區
台北市內湖區新明路,25.053836,121.578048,25.2年,53.5,4288,1,3房2廳2衛,0,14,13,['L'],內湖區
台北市內湖區內湖路二段,25.083165,121.586699,44.5年,31.37,2588,0,5房3廳2.5衛,1,5,5,['A'],內湖區
台北市內湖區成功路二段,25.067395,121.590487,35.7年,39.02,3480,0,3房2廳2衛,0,8,6,['M'],內湖區
台北市內湖區康樂街,25.069901611329,121.62032443781,38.9年,30.23,1768,0,3房3廳2.5衛,1,5,5,['A'],內湖區
台北市內湖區大湖山莊街,25.088332,121.600108,36.6年,50.17,4280,0,4房3廳3衛,0,5,B1-2,['A'],內湖區
台北市內湖區文湖街,25.089223,121.560214,31.6年,33.32,2738,0,4房4衛,0,9,4,['M'],內湖區
台北市內湖區康樂街,25.075095,121.621601,39.6年,72.83,4888,0,5房3廳4衛,0,3,1-2,['A'],內湖區
台北市內湖區內湖路二段,25.083126,121.580662,43.3年,40.86,3100,0,3房2廳2衛,0,12,2,['L'],內湖區
台北市內湖區文德路,25.07843,121.579007,41.3年,37.82,3280,0,3房2廳2衛,0,7,5,['M'],內湖區
台北市內湖區民權東路六段,25.066773,121.600645,24.0年,87.59,5888,2,4房2廳2衛1室,0,4,2-4,['M'],內湖區
台北市內湖區民權東路六段,25.069371,121.598264,19.4年,230.15,13800,2,9房4廳9衛,1,4,1-4,['D'],內湖區
台北市內湖區港墘路,25.076594,121.575779,43.9年,33.26,2488,0,3房2廳1.5衛,0,5,3,['A'],內湖區
台北市內湖區東湖路,25.068393,121.613051,44.2年,23.31,2680,0,1房2廳2衛1室,1,5,1,['A'],內湖區
台北市內湖區文德路,25.079298,121.589008,19.9年,31.92,2988,1,2房1廳1衛1室,0,10,9,['M'],內湖區
台北市內湖區民權東路六段,25.06969,121.599483,26.2年,77.4,6980,1,4房2廳2衛1室,0,4,1-4,['D'],內湖區
台北市內湖區康寧路三段,25.074807,121.609604,26.6年,44.03,4288,1,3房2廳2衛,0,11,6,['L'],內湖區
台北市內湖區內湖路二段,25.083008318001,121.58098627536,43.3年,94.97,8800,1,5房2廳3衛1室,0,12,10,['L'],內湖區
台北市內湖區民權東路六段,25.06755,121.587576,42.2年,30.32,2168,0,6房3廳4.5衛,1,5,5,['A'],內湖區
台北市內湖區康寧路一段,25.078329156413,121.5956464274,45.2年,47.81,2488,0,8房2廳7衛1室,1,5,5,['A'],內湖區
台北市內湖區內湖路三段,25.088436,121.593329,8.9年,86.31,7380,2,3房2廳2衛1室,0,19,7,['L'],內湖區
台北市內湖區星雲街,25.080918181989,121.59544552924,21.2年,74.46,7480,2,4房2廳2衛,0,14,2,['L'],內湖區
台北市內湖區成功路五段,25.075953,121.607603,25.4年,84.02,6888,2,3房2廳2衛1室,0,19,16-17,['L'],內湖區
台北市內湖區文湖街,25.090858,121.558958,8.2年,76.57,7500,2,2廳2衛,0,10,1-2,['M'],內湖區
台北市內湖區成功路四段,25.085895,121.598547,39.7年,117.39,6100,1,5房3廳4衛,0,4,B2-4,['D'],內湖區
台北市內湖區瑞光路,25.073633,121.57949,40.8年,33.99,2888,0,2房2廳1衛1室,0,7,7,['M'],內湖區
台北市內湖區行善路,25.061976,121.584458,7.7年,39.0,3500,1,1房2廳1衛1室,0,14,12,['L'],內湖區
台北市內湖區民權東路六段,25.068816,121.589517,18.7年,13.25,1358,0,1房1廳1衛,0,12,5,['L'],內湖區
台北市內湖區內湖路一段,25.087205,121.561415,42.6年,30.91,5500,0,1房2廳1衛1室,1,5,1,['A'],內湖區
台北市內湖區麗山街,25.082899,121.57971,7.8年,88.6,8800,1,3房2廳3衛,0,13,10,['L'],內湖區
台北市內湖區內湖路一段,25.084676366511,121.56963497041,40.5年,70.15,3800,0,5房4廳2衛2室,1,5,B1-1,['A'],內湖區
台北市內湖區內湖路三段,25.087633,121.59195,44.2年,25.14,1768,0,6房1廳6衛,1,5,5,['A'],內湖區
台北市內湖區民權東路六段,25.068498,121.597987,28.3年,79.24,3388,5,3房3廳1衛,1,4,4,['A'],內湖區
台北市內湖區成功路四段,25.082203,121.592769,12.8年,99.66,6680,3,4房2廳2衛1室,1,12,3,['L'],內湖區
台北市內湖區民權東路六段,25.069371,121.598264,19.4年,116.08,7400,1,6房1廳6衛,1,4,1-4,['D'],內湖區
台北市內湖區民權東路六段,25.069375,121.598206,19.4年,114.07,7400,1,3房3廳3衛,1,4,1-4,['D'],內湖區
台北市內湖區江南街,25.077694,121.577766,44.1年,30.5,2488,0,4房1廳4衛,0,5,3,['A'],內湖區
台北市內湖區文德路,25.077058,121.579853,47.3年,29.19,2498,0,5房3廳2衛1室,1,4,4,['A'],內湖區
台北市內湖區內湖路三段,25.08821,121.591106,31.7年,19.33,1480,0,2房2廳1衛,0,5,4,['A'],內湖區
台北市內湖區民權東路六段,25.064796,121.595267,14.1年,131.54,10500,2,4房3廳4衛1室,1,4,B2-4,['M'],內湖區
台北市內湖區民權東路六段,25.066803,121.594455,18.4年,140.57,12680,2,6房2廳4衛1室,0,4,1-4,['D'],內湖區
台北市內湖區陽光街,25.074389,121.585595,6.7年,17.88,1799,0,1房1廳1衛,0,5,3,['M'],內湖區
台北市內湖區康寧路三段,25.071763841371,121.61177705623,41.3年,45.63,3550,0,2房3廳2衛,1,5,1,['A'],內湖區
台北市內湖區內湖路一段,25.081961,121.571971,45.9年,31.13,2680,0,5房1廳5衛,0,5,3,['A'],內湖區
台北市內湖區江南街,25.075971617894,121.57731860271,42.3年,37.77,2350,0,5房5衛,0,5,5,['A'],內湖區
台北市內湖區民權東路六段,25.067452513907,121.59958226604,18.8年,87.14,7680,2,5房2廳5衛3室,1,4,1-4,['D'],內湖區
台北市內湖區行善路,25.061147,121.583755,0.5年,54.8,6188,1,2房2廳2衛,0,15,7,['L'],內湖區
台北市內湖區文湖街,25.090888,121.560561,43.3年,28.9,2168,0,3房1廳3衛1室,0,4,2,['A'],內湖區
台北市內湖區新明路,25.053951,121.577263,14.3年,31.92,2450,1,2房2廳1衛,0,7,5,['M'],內湖區
台北市內湖區康樂街,25.075246,121.62142,39.6年,36.99,2680,0,3房2廳2衛1室,0,3,1,['A'],內湖區
台北市內湖區大湖山莊街,25.089566,121.600133,36.6年,71.5,4880,1,6房4廳3衛1室,1,4,B1-2,['A'],內湖區
台北市內湖區民權東路六段,25.066966532025,121.59940525302,18.8年,117.12,7888,2,5房2廳3衛,0,4,1-4,['D'],內湖區
台北市內湖區內湖路三段,25.089528,121.584074,44.8年,40.91,2250,0,5房2廳3衛,1,5,5,['A'],內湖區
台北市內湖區康寧路三段,25.069804,121.611163,20.6年,67.08,6080,1,3房2廳2衛,0,12,2,['L'],內湖區
台北市內湖區江南街,25.078291,121.57923,42.1年,32.18,2560,0,3房2廳2衛,0,7,5,['M'],內湖區
台北市內湖區行善路,25.060044,121.582171,4.3年,40.8,4508,1,2廳2衛,0,15,4,['L'],內湖區
台北市內湖區內湖路一段,25.079198,121.578478,41.4年,34.27,2638,0,3房2廳2衛,0,7,7,['M'],內湖區
台北市內湖區港華街,25.083669036541,121.5750626663,42.8年,34.05,2836,0,5房3廳3衛,0,5,5,['A'],內湖區
台北市內湖區內湖路一段,25.082393,121.571046,32.0年,62.74,4860,1,4房2廳2衛,0,12,3,['L'],內湖區
台北市內湖區文德路,25.079298,121.589008,19.9年,31.92,3200,1,2房2廳2衛1室,1,10,9,['M'],內湖區
台北市內湖區金湖路,25.072517,121.603955,27.8年,70.88,5960,1,5房4廳4衛3室,1,4,1-4,['D'],內湖區
台北市內湖區民權東路六段,25.070288,121.591829,10.6年,78.5,7600,1,3房2廳2衛1室,0,14,13,['L'],內湖區
台北市內湖區成功路五段,25.084699,121.601106,30.6年,46.74,3600,0,3房2廳1.5衛,0,16,3,['L'],內湖區
台北市內湖區金湖路,25.079865,121.598434,13.3年,152.34,18880,3,5房3廳5衛,0,22,21-22,['L'],內湖區
台北市內湖區行善路,25.061976,121.584458,7.7年,26.44,3168,0,1房2廳1衛1室,0,14,3,['L'],內湖區
台北市內湖區新豐街,25.061069,121.585798,16.6年,52.78,4380,1,3房2廳2衛,0,8,2,['M'],內湖區
台北市內湖區金湖路,25.081893,121.59665,20.6年,33.66,3600,0,3房2廳2衛,0,14,14,['L'],內湖區
台北市內湖區新富街,25.06087,121.586139,13.8年,127.7,11800,2,3房2廳4衛3室,0,14,11,['L'],內湖區
台北市內湖區文德路,25.079298,121.589008,19.9年,63.85,5758,2,4房4廳3衛2室,1,10,9,['M'],內湖區
台北市內湖區成功路四段,25.08565321529,121.5981010351,39.7年,71.56,3900,1,5房2廳4衛,0,4,B1-4,['D'],內湖區
台北市內湖區康寧路三段,25.073687,121.611284,17.4年,59.44,4880,1,4房2廳2衛,0,7,6,['M'],內湖區
台北市內湖區新豐街,25.06012,121.583354,15.9年,82.6,6980,1,3房2廳3衛1室,0,15,9,['L'],內湖區
台北市內湖區大湖山莊街,25.090104,121.600009,38.9年,33.14,2888,0,3房2廳2衛,0,5,1,['A'],內湖區
台北市內湖區南京東路六段,25.055634,121.579663,17.9年,75.02,3880,1,4房2廳2衛,1,5,3-5,['M'],內湖區
台北市內湖區五分街,25.067336,121.615596,28.3年,63.97,3960,1,3房2廳2衛,0,8,3,['M'],內湖區
台北市內湖區康樂街,25.077252,121.620564,19.3年,53.49,3298,1,3房2廳2衛1室,0,12,2,['L'],內湖區
台北市內湖區民權東路六段,25.070288,121.591829,10.6年,111.97,8800,2,4房2廳2衛,0,14,8,['L'],內湖區
台北市內湖區金龍路,25.08794,121.585659,32.3年,28.96,1998,1,2房2廳1衛,0,11,8,['L'],內湖區
台北市內湖區成功路四段,25.08274,121.595431,31.1年,85.32,6800,2,3房2廳3衛,0,18,17-18,['L'],內湖區
台北市內湖區民權東路六段,25.071964,121.605492,31.5年,100.02,7188,1,4房2廳3衛2室,0,16,15-16,['L'],內湖區
台北市內湖區民權東路六段,25.068072,121.596885,10.4年,35.98,3588,1,3房2廳1衛,0,11,8,['L'],內湖區
台北市內湖區新富街,25.06057,121.586134,12.6年,90.88,9300,1,3房2廳3衛1室,0,13,2,['L'],內湖區
台北市內湖區民權東路六段,25.068511,121.609818,28.7年,41.83,2500,2,2房2廳2衛,1,11,9-10,['L'],內湖區
台北市內湖區民權東路六段,25.067373,121.591556,10.6年,95.26,8500,2,4房2廳3衛,0,12,7,['L'],內湖區
台北市內湖區成功路五段,25.084789,121.600943,30.6年,45.83,3360,0,3房2廳2衛,0,16,2,['L'],內湖區
台北市內湖區成功路二段,25.074293,121.590196,29.2年,70.93,4980,1,4房2廳2衛,0,20,7,['L'],內湖區
台北市內湖區陽光街,25.074368,121.585696,6.7年,33.35,3236,1,2房2廳1衛1室,0,5,2,['M'],內湖區
台北市內湖區成功路四段,25.082068,121.591302,22.3年,55.93,4988,1,4房2廳2衛,0,12,7,['L'],內湖區
台北市內湖區成功路四段,25.082113,121.592084,36.4年,39.56,2888,0,7房5衛,0,16,11,['L'],內湖區
台北市內湖區成功路四段,25.083593,121.593902,8.0年,72.23,7260,1,1房2廳1衛,0,29,15,['L'],內湖區
台北市內湖區東湖路,25.069866,121.613439,34.3年,48.76,3780,1,3房2廳2衛,0,15,7,['L'],內湖區
台北市內湖區內湖路三段,25.084384,121.592596,31.1年,14.51,1530,0,1房1廳1衛,0,10,2,['M'],內湖區
台北市內湖區民權東路六段,25.069319,121.608467,31.8年,44.15,3658,0,3房2廳2衛1室,0,9,2,['M'],內湖區
台北市內湖區南京東路六段,25.05526,121.578951,19.3年,42.35,3580,1,2房2廳1衛,0,12,11,['L'],內湖區
台北市內湖區民權東路六段,25.067152,121.597851,18.5年,35.59,2998,1,2房2廳1.5衛1室,1,11,6,['L'],內湖區
台北市內湖區內湖路二段,25.083697,121.580288,29.9年,106.54,6988,2,5房3廳4衛1室,1,10,10,['M'],內湖區
台北市內湖區成功路五段,25.083667574651,121.60443133415,29.9年,90.7,8288,2,4房3廳2衛5室,1,12,1,['L'],內湖區
台北市內湖區康樂街,25.076886,121.620332,29.8年,10.86,768,0,1房1廳1衛,0,7,2,['M'],內湖區
台北市內湖區星雲街,25.078755,121.593822,22.2年,64.42,5800,2,4房2廳2衛,1,14,1,['L'],內湖區
台北市內湖區內湖路二段,25.08321,121.585347,43.0年,31.55,4888,0,2房2廳1衛,0,5,2,['A'],內湖區
台北市內湖區內湖路二段,25.08267,121.588801,3.6年,45.56,5980,1,3房2廳2衛,0,5,1,['M'],內湖區
台北市內湖區康寧路三段,25.075993,121.613499,40.1年,96.83,6800,1,4房2廳4衛2室,1,4,B1-4,['D'],內湖區
台北市內湖區康樂街,25.071052,121.618154,12.7年,30.0,3888,0,2房2廳1衛1室,0,14,3,['L'],內湖區
台北市內湖區星雲街,25.080176,121.59724,29.1年,13.21,1320,0,2房1廳1衛,1,21,12,['L'],內湖區
台北市內湖區新富街,25.060776461811,121.5859612718,13.8年,127.11,9500,3,3房3廳3衛3室,0,14,5,['L'],內湖區
台北市內湖區大湖山莊街,25.084294,121.603758,29.4年,50.32,5298,2,3房2廳2衛3室,1,5,1,['M'],內湖區
台北市內湖區康樂街,25.072641,121.618419,20.3年,50.79,3688,2,4房2廳2衛,1,11,11,['L'],內湖區
台北市內湖區大湖山莊街,25.088622,121.598783,37.1年,69.29,3880,1,5房3廳4衛,1,5,4-5,['A'],內湖區
台北市內湖區行善路,25.055336,121.576097,28.8年,36.83,2980,0,3房2廳1衛,0,9,9,['M'],內湖區
台北市內湖區成功路三段,25.08173,121.590827,38.3年,35.2,2650,0,6房6衛,0,5,4,['A'],內湖區
台北市內湖區內湖路三段,25.086086,121.591167,45.9年,24.75,1388,0,2房2廳3衛,0,5,5,['A'],內湖區
台北市內湖區金湖路,25.073744449485,121.60221362213,26.8年,162.69,15000,1,6房3廳7衛7室,1,4,B1-4,['D'],內湖區
