路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市文山區景興路,24.994056,121.544785,43.8年,31.4,2298,0,2房2廳1衛,1,7,7,['M']
台北市文山區興隆路三段,24.994001,121.562511,41.6年,31.34,1488,0,3房2廳1.5衛,0,5,4,['A']
台北市文山區萬盛街,25.005562,121.542744,9.6年,74.65,5560,2,5房3廳4衛1室,1,8,8,['M']
台北市文山區和平東路四段,24.99849,121.574512,25.2年,44.55,3500,0,4房2廳2衛,0,14,11,['L']
台北市文山區興隆路二段,24.999496,121.55332,43.4年,36.54,2150,0,4房3廳3衛1室,1,5,5,['A']
台北市文山區景興路,24.989149942664,121.54186132036,6.2年,36.41,2888,2,2房1廳1衛,0,27,14,['L']
台北市文山區景華街,24.994813,121.54588,44.5年,43.31,2880,0,3房2廳2衛,0,5,3,['A']
台北市文山區興隆路二段,24.999292,121.553361,43.4年,26.28,1800,0,5房3廳2衛,1,5,5,['A']
台北市文山區忠順街二段,24.985903,121.565228,6.1年,54.33,4938,1,3房2廳2衛,0,14,14,['L']
台北市文山區木新路三段,24.981932,121.559614,50.6年,29.55,1650,0,3房2廳1衛,0,4,2,['A']
台北市文山區羅斯福路五段,25.005887,121.539496,46.2年,33.38,1880,0,3房2廳2衛,0,4,3,['A']
台北市文山區溪口街,24.994786,121.538169,30.5年,32.17,2980,0,3房2廳2衛,0,6,4,['M']
台北市文山區政大二街,24.989246,121.585299,30.2年,79.88,4800,1,4房3廳3.5衛1室,0,3,1-3,['D']
台北市文山區興德路,25.00335,121.557993,47.6年,26,1788,0,4房3廳2衛,1,4,4,['A']
台北市文山區忠順街一段,24.98279,121.560255,46.5年,30.75,2688,0,3房2廳1.5衛,0,5,1,['A']
台北市文山區興隆路三段,24.993181,121.561057,31.6年,10.8,880,0,1房2廳1衛1室,1,5,2,['M']
台北市文山區景華街,24.995069482078,121.54620725028,44.2年,30.84,1758,0,2房2廳1衛,0,5,4,['A']
台北市文山區辛亥路四段,25.00653,121.560278,40.8年,33.94,1680,0,5房2廳3衛,1,5,5,['A']
台北市文山區景興路,24.993327,121.545603,43.7年,22.55,1790,0,5房2廳2衛,1,5,5,['A']
台北市文山區羅斯福路五段,25.005925,121.539897,48.2年,36.78,1997,0,5房2廳2衛,1,5,5,['A']
台北市文山區木柵路一段,24.98948,121.551396,58.1年,20.47,2238,0,3房4廳2衛,1,1,1-1,['D']
台北市文山區恆光街,24.982326,121.568265,35.5年,57.89,3768,1,4房2廳2衛,0,8,3,['M']
台北市文山區萬隆街,25.000816,121.537164,47.8年,31.05,2498,0,3房2廳2衛,0,7,7,['M']
台北市文山區木柵路一段,24.98874,121.557177,49.1年,22.28,1998,0,4房3廳2衛,1,4,4,['A']
台北市文山區萬芳路,24.995873,121.570471,21.1年,39.16,2588,1,2房2廳1衛2室,1,12,10,['L']
台北市文山區福興路,25.003663,121.551702,32.6年,51.8,3678,0,4房2廳4衛3室,1,2,B1-2,['D']
台北市文山區木柵路二段,24.990805,121.563992,38.5年,39.97,1880,0,3房2廳2衛,0,5,5,['A']
台北市文山區保儀路,24.984331,121.56679,47.6年,28.85,1638,0,3房2廳1衛,0,5,1,['A']
台北市文山區萬盛街,25.0057,121.542794,9.6年,31.84,2288,1,2房2廳1衛,1,8,2,['M']
台北市文山區政大一街,24.985505,121.583504,18.0年,102.06,6200,1,5房2廳4衛1室,0,4,B1-4,['D']
台北市文山區興德路,25.000778,121.556625,10.8年,10.04,1199,0,1房1廳1衛,1,12,3,['L']
台北市文山區恆光街,24.981742,121.567386,35.1年,105.02,3458,1,9房2廳3衛,0,6,B1-2,['M']
台北市文山區木新路三段,24.982582,121.564986,44.2年,30.22,1520,0,4房3廳3衛,1,5,5,['A']
台北市文山區木柵路二段,24.988491,121.561007,24.9年,55.86,3688,1,3房2廳2衛2室,1,14,3-4,['L']
