區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
大安區,20060000,20060000,1514370.0,13.25,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,24080000,24080000,1581587.0,16.88,2,住宅大樓(11層含以上有電梯),住家用,十三層
大安區,20580000,20580000,1553273.0,13.25,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,31800000,31800000,1461266.0,23.26,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,20680000,20680000,1560820.0,13.25,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,35740000,35740000,1397719.0,25.57,2,住宅大樓(11層含以上有電梯),住家用,四層
大安區,36230000,36230000,1416882.0,25.57,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,42500000,42500000,1548678.0,29.05,2,住宅大樓(11層含以上有電梯),住家用,十三層
大安區,38150000,38150000,1400426.0,28.66,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,32560000,32560000,1499696.0,23.26,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,33260000,33260000,1535088.0,23.26,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,31900000,31900000,1425973.0,23.82,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,30380000,30380000,1536099.0,19.78,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,35180000,35180000,1587257.0,23.82,2,住宅大樓(11層含以上有電梯),住家用,十二層
大安區,20120000,20120000,1502433.0,13.39,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,20160000,20160000,1521574.0,13.25,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,30680000,30680000,1508582.0,20.34,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,2400000,2400000,382359.0,6.28,58,公寓(5樓含以下無電梯),住家用,二層
大安區,6000000,6000000,769088.0,7.8,44,華廈(10層含以下有電梯),住家用,三層
大安區,33680000,33680000,1016054.0,33.15,50,公寓(5樓含以下無電梯),住家用,二層，陽臺
大安區,13880000,13880000,1181374.0,11.75,18,華廈(10層含以下有電梯),住家用,三層
大安區,12000000,12000000,540310.0,22.21,40,住宅大樓(11層含以上有電梯),住家用,十層
大安區,80000000,80000000,1053354.0,88.7,9,住宅大樓(11層含以上有電梯),住家用,十二層，夾層
大安區,29300000,29300000,799703.0,36.64,48,華廈(10層含以下有電梯),住家用,七層
大安區,7000000,7000000,534300.0,13.1,49,公寓(5樓含以下無電梯),商業用,一層，騎樓
大安區,18500000,18500000,1139718.0,16.23,55,華廈(10層含以下有電梯),住家用,六層
大安區,36000000,36000000,727170.0,49.51,55,公寓(5樓含以下無電梯),住家用,四層
大安區,39200000,39200000,1025866.0,38.21,50,華廈(10層含以下有電梯),住家用,六層，陽臺
大安區,25380000,25380000,1258455.0,20.17,48,住宅大樓(11層含以上有電梯),住家用,七層
