區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
南港區,12660000,12660000,560882.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十五層
南港區,12850000,12850000,570974.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十四層
南港區,12800000,12800000,563004.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,12800000,12800000,557695.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十層
南港區,12090000,12090000,535831.0,29.62,2,住宅大樓(11層含以上有電梯),住家用,七層
南港區,12450000,12450000,555037.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,12550000,12550000,560350.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,12200000,12200000,549728.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十層
南港區,12000000,12000000,515202.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,12500000,12500000,549728.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十層
南港區,9880000,9880000,524763.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,13200000,13200000,568317.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,12360000,12360000,550257.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,13380000,13380000,577877.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,11880000,11880000,514141.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,9680000,9680000,514141.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,9800000,9800000,520515.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,11700000,11700000,507235.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,11880000,11880000,514141.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,11960000,11960000,539635.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,12650000,12650000,557695.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,16850000,16850000,466025.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,12370000,12370000,550789.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,12400000,12400000,552383.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,12140000,12140000,538574.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,10250000,10250000,544416.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,11800000,11800000,520515.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,18180000,18180000,507619.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,11340000,11340000,514673.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,25680000,25680000,528799.0,54.65,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,12400000,12400000,536449.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,七層
南港區,18880000,18880000,529731.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,十層
南港區,18280000,18280000,510756.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,六層
南港區,9730000,9730000,516796.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,五層
南港區,18800000,18800000,511530.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,十四層
南港區,15380000,15380000,482657.0,31.87,2,住宅大樓(11層含以上有電梯),住家用,七層
南港區,17580000,17580000,488934.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,18280000,18280000,501487.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,17600000,17600000,483285.0,42.68,2,住宅大樓(11層含以上有電梯),住家用,六層
