路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位,行政區
台北市信義區忠孝東路四段,51.0年,店面,建坪 37.34,主建物30.78,3廳1衛,1樓/4樓,"9,800",0,信義區
台北市信義區吳興街,1.7年,華廈,建坪 33.53,主 + 陽15.43,2房2廳2衛,3樓/10樓,"3,188",1,信義區
台北市信義區吳興街,1.7年,華廈,建坪 42.12,主 + 陽19.57,2房2廳2衛,3樓/10樓,"4,238",1,信義區
台北市信義區中坡南路,36.0年,華廈/辦公,建坪 62.26,主建物24.8,5房2廳5衛1室,B1-1樓/7樓,"4,298",1,信義區
台北市信義區中坡南路,42.8年,公寓,建坪 23.73,主 + 陽18.64,2房2廳1衛,3樓/5樓,"2,198",0,信義區
台北市信義區富陽街,52.6年,店面/辦公,建坪 24.38,主建物24.38,3房2廳1衛,1樓/4樓,"3,750",0,信義區
台北市信義區永吉路,47.3年,公寓,建坪 27.91,主建物23.44,2房3廳1衛(含加蓋1廳1衛),1樓/5樓,"3,980",0,信義區
台北市信義區福德街,49.0年,公寓,建坪 30.88,主 + 陽30.88,6房6衛(含加蓋1房1衛),2樓/4樓,"2,880",0,信義區
台北市信義區虎林街,43.7年,公寓,建坪 32.4,主建物26.63,2房2廳1衛1室,1樓/5樓,"4,980",0,信義區
台北市信義區和平東路三段,預售,店面,建坪 21.5,主+附 14.22,1廳0.5衛,1樓/24樓,"4,500",1,信義區
台北市信義區永吉路,51.5年,店面/透天,建坪 114.04,主 + 陽107.34,16房1廳17衛2室(含加蓋1房2衛2室),1-4樓/4樓,"16,800",0,信義區
台北市信義區松隆路,41.8年,華廈,建坪 33.35,主 + 陽28.97,3房2廳2衛1室,5樓/7樓,"3,268",0,信義區
台北市信義區信義路六段,34.0年,店面,建坪 53.1,主建物38.83,1廳1衛1室,1樓/7樓,"6,868",0,信義區
台北市信義區吳興街,2.1年,華廈,建坪 29.94,主 + 陽10.9,1房2廳1衛,5樓/8樓,"2,580",1,信義區
台北市信義區基隆路一段,預售,辦公/大樓,建坪 53.02,主+附 26.54,2廳2衛,10樓/31樓,"8,188",1,信義區
台北市信義區吳興街,38.3年,公寓,建坪 32.07,主建物26.35,4房1廳2衛,1樓/5樓,"2,180",0,信義區
台北市信義區忠孝東路五段,32.8年,辦公/大樓,建坪 64.52,主建物44.02,2廳1.5衛4室,10樓/17樓,"5,998",1,信義區
台北市信義區忠孝東路四段,31.6年,華廈,建坪 17.59,主建物9.21,2房2衛,5樓/7樓,"1,980",0,信義區
台北市信義區嘉興街,31.1年,大樓,建坪 100.94,主 + 陽79.29,4房3廳4衛1室,15-16樓/16樓,"8,408",1,信義區
台北市信義區永吉路,40.5年,公寓,建坪 26.11,主 + 陽24.51,7房3廳3.5衛(含加蓋4房1廳1.5衛),5樓/5樓,"2,288",0,信義區
台北市信義區吳興街,42.4年,公寓,建坪 27.47,主建物18.88,1房2廳2衛(含加蓋1廳1衛),1樓/5樓,"2,680",0,信義區
台北市信義區富陽街,40.2年,公寓,建坪 32.81,主 + 陽29.55,3房2廳2衛,4樓/5樓,"2,268",0,信義區
台北市信義區信義路五段,30.3年,辦公/大樓,建坪 94.53,主 + 陽47.26,4房2廳1室,8樓/22樓,"7,150",2,信義區
台北市信義區忠孝東路五段,54.0年,公寓,建坪 23.47,主 + 陽23.47,1廳3衛1室,3樓/4樓,"3,980",0,信義區
台北市信義區基隆路一段,預售,辦公/大樓,建坪 39.2,主+附 17.46,1廳1衛,2樓/31樓,"4,800",1,信義區
台北市信義區忠孝東路四段,31.6年,華廈,建坪 9.5,主建物5.09,1房1廳1衛,6樓/7樓,"1,410",0,信義區
台北市信義區基隆路二段,33.6年,辦公/大樓,建坪 59.03,主 + 陽49.83,1廳2衛1室,4樓/12樓,"5,690",0,信義區
台北市信義區信義路五段,48.2年,透天,建坪 47.9,主 + 陽44.11,9房3廳3衛(含加蓋4房1廳1衛),1-2樓/2樓,"5,180",0,信義區
台北市信義區吳興街,64.1年,透天,建坪 26.14,主建物26.14,4房1廳5衛,1-3樓/3樓,"2,250",0,信義區
台北市信義區信義路六段,53.2年,店面,建坪 7.77,主建物7.77,1廳1衛,1樓/4樓,"1,680",0,信義區
台北市信義區忠孝東路五段,34.3年,辦公/店面/大樓,建坪 143.22,主建物109.77,3房1廳(含加蓋3房),-1樓/15樓,"6,352",2,信義區
台北市信義區基隆路一段,42.5年,大樓,建坪 38.71,主 + 陽30.01,3房2廳2衛,12樓/12樓,"3,716",0,信義區
台北市信義區松德路,35.4年,華廈,建坪 53.31,主 + 陽36.96,3房2廳2衛,2樓/8樓,"3,980",1,信義區
台北市信義區松隆路,34.3年,辦公/大樓,建坪 129.73,主 + 陽82.49,5房2廳,9樓/19樓,"7,000",2,信義區
台北市信義區莊敬路,52.2年,店面,建坪 25.51,主建物16.35,2廳1衛(含加蓋1衛),1樓/4樓,"5,188",0,信義區
台北市信義區永吉路,14.1年,華廈,建坪 24.07,主 + 陽10.96,2房2廳1衛(含加蓋1房),4樓/7樓,"2,780",0,信義區
台北市信義區吳興街,51.2年,公寓,建坪 31.04,主建物25.07,4房1廳4衛(含加蓋1廳),1樓/4樓,"2,680",0,信義區
台北市信義區吳興街,33.6年,店面/華廈,建坪 45.64,主建物36.12,6房6衛,1樓/6樓,"4,980",0,信義區
台北市信義區福德街,47.6年,公寓,建坪 38.22,主 + 陽38.22,3房2廳1衛,4樓/4樓,"2,950",0,信義區
台北市信義區吳興街,43.3年,公寓,建坪 32.33,主 + 陽32.33,3房2廳2衛,2樓/5樓,"1,880",0,信義區
台北市信義區永吉路,41.1年,大樓,建坪 45.25,主 + 陽36.07,6房6衛,2樓/12樓,"3,580",0,信義區
台北市信義區嘉興街,50.0年,透天,建坪 26.33,主建物26.33,4房2廳2衛,1-2樓/2樓,"6,588",0,信義區
台北市信義區永吉路,36.2年,公寓,建坪 43.22,主 + 陽28.73,5房4廳2.5衛1室(含加蓋1房1廳1衛),4-5樓/5樓,"2,980",0,信義區
台北市信義區莊敬路,50.6年,店面,建坪 35.72,主建物28.37,2廳3衛,1樓/4樓,"11,000",0,信義區
台北市信義區松山路,52.4年,店面,建坪 28.13,主建物23.9,1廳1衛1室,1樓/4樓,"3,688",0,信義區
台北市信義區永吉路,57.5年,公寓,建坪 32.41,主建物32.41,6房3衛(含加蓋2房1衛),4樓/4樓,"3,398",0,信義區
台北市信義區和平東路三段,24.1年,店面,建坪 27.53,主建物19.22,1房3廳1衛(含加蓋1房1廳),1樓/9樓,"4,600",0,信義區
台北市信義區松隆路,45.6年,公寓,建坪 30.36,主 + 陽30.37,3房2廳2衛(含加蓋1廳),5樓/5樓,"2,380",0,信義區
台北市信義區忠孝東路四段,44.1年,店面,建坪 14.3,主建物9.17,1房1廳1衛,1樓/7樓,"7,800",0,信義區
台北市信義區信安街,45.5年,店面,建坪 28.66,主建物17.85,1房4廳2衛2室(含加蓋1房2廳2室),1樓/5樓,"5,500",0,信義區
台北市信義區林口街,35.4年,店面/辦公/大樓,建坪 1140.2,主建物30.21,2廳,-2樓/12樓,"29,880",0,信義區
台北市信義區信義路五段,18.7年,大樓,建坪 102.19,主 + 陽62.39,3房2廳4衛2室(含加蓋1室),21樓/27樓,"19,680",1,信義區
台北市信義區仁愛路四段,46.1年,店面,建坪 32.25,主建物27.11,3廳1衛1室,1樓/6樓,"6,900",0,信義區
台北市信義區信義路四段,預售,大樓,建坪 41.99,主+附 20.31,2房1廳1衛,15樓/15樓,"6,500",1,信義區
台北市信義區福德街,39.7年,公寓,建坪 24.72,主 + 陽24.72,3房2廳2衛,4樓/5樓,"1,888",0,信義區
台北市信義區信義路五段,32.2年,華廈,建坪 91.11,主 + 陽52.96,5房2廳3衛,2樓/7樓,"11,000",2,信義區
台北市信義區永吉路,29.2年,透天,建坪 3.86,主建物3.86,4廳1衛(含加蓋1廳1衛),1-3樓/3樓,"1,880",0,信義區
台北市信義區林口街,35.4年,店面/辦公/大樓,建坪 256.71,主建物0,2廳,-2樓/12樓,"6,728",0,信義區
台北市信義區林口街,35.4年,店面/辦公/大樓,建坪 103.12,主建物0,2廳,-2樓/12樓,"2,702",0,信義區
台北市信義區瑞雲街,28.6年,透天/單售車位,建坪 171.82,主 + 陽109.7,9房3廳6衛,B1-4樓/4樓,"10,000",2,信義區
台北市信義區基隆路一段,56.4年,公寓,建坪 23.89,主建物23.89,3房2廳1衛,2樓/4樓,"3,800",0,信義區
台北市信義區吳興街,53.8年,公寓,建坪 22.67,主建物22.67,3房2廳1衛,4樓/4樓,"1,750",0,信義區
台北市信義區逸仙路,46.2年,公寓,建坪 31.77,主 + 陽29.54,8房7衛(含加蓋4房3衛),5樓/5樓,"4,500",0,信義區
台北市信義區松隆路,48.8年,公寓,建坪 28.61,主 + 陽28.62,5房3廳2衛(含加蓋2房1廳1衛),4樓/4樓,"2,490",0,信義區
台北市信義區和平東路三段,預售,大樓,建坪 198.52,主+附 108.63,4房4廳5衛2室,23-24樓/24樓,"22,000",3,信義區
台北市信義區吳興街,34.8年,華廈,建坪 65.63,主 + 陽50.06,8房2廳3衛,2樓/6樓,"4,200",1,信義區
台北市信義區和平東路三段,預售,大樓,建坪 166.29,主+附 87.29,3房2廳4衛2室,24樓/24樓,"18,300",3,信義區
台北市信義區忠孝東路五段,54.6年,公寓,建坪 19.33,主建物19.33,4房3廳2衛(含加蓋2房1廳1衛),4樓/4樓,"1,998",0,信義區
台北市信義區莊敬路,43.2年,華廈,建坪 37.37,主 + 陽33.92,3房2廳2衛,4樓/7樓,"3,899",0,信義區
台北市信義區基隆路一段,預售,大樓,建坪 26.29,主+附 13.35,2房1廳1衛,11樓/23樓,"3,888",1,信義區
台北市信義區永吉路,43.1年,店面,建坪 49.31,主建物28.86,1廳1衛,1樓/12樓,"7,980",0,信義區
台北市信義區吳興街,51.0年,店面/公寓,建坪 26.47,主建物20.99,1房2廳1衛1室(含加蓋1廳),1樓/4樓,"4,980",0,信義區
台北市信義區和平東路三段,43.2年,公寓,建坪 42.06,主 + 陽42.06,4房2廳2衛,3樓/5樓,"3,280",0,信義區
台北市信義區基隆路一段,52.3年,公寓,建坪 12.36,主建物9.17,1房1廳1衛1室,6樓/6樓,"1,600",0,信義區
台北市信義區松隆路,56.3年,公寓,建坪 26.47,主建物24.73,2房2廳1衛,2樓/4樓,"2,480",0,信義區
台北市信義區信義路六段,50.7年,公寓,建坪 27.82,主建物23.26,2房1廳1衛1室(含加蓋1室),1樓/4樓,"3,520",0,信義區
台北市信義區忠孝東路五段,54.0年,店面/辦公,建坪 27.28,主建物23.74,2廳2衛(含加蓋1廳1衛),1樓/4樓,"4,580",0,信義區
台北市信義區松德路,35.3年,大樓/辦公,建坪 36.31,主 + 陽33.53,1房1廳2衛1室,5樓/12樓,"3,100",0,信義區
台北市信義區吳興街,51.2年,公寓,建坪 34.07,主 + 陽34.07,5房5衛,4樓/4樓,"2,580",0,信義區
台北市信義區基隆路二段,29.4年,大樓,建坪 14.3,主 + 陽8.52,2房1廳1衛(含加蓋1房),5樓/13樓,"1,498",0,信義區
台北市信義區永吉路,48.3年,公寓,建坪 32.45,主 + 陽32.44,5房5衛,3樓/4樓,"2,990",0,信義區
台北市信義區永吉路,48.3年,公寓,建坪 32.45,主 + 陽32.44,5房5衛1室(含加蓋1室),4樓/4樓,"2,990",0,信義區
台北市信義區松山路,51.0年,店面,建坪 34.33,主建物26.26,1廳1衛1室(含加蓋1室),1樓/4樓,"14,800",0,信義區
台北市信義區吳興街,49.5年,公寓,建坪 28.96,主 + 陽28.96,3房2廳1衛,4樓/4樓,"2,568",0,信義區
台北市信義區和平東路三段,預售,店面,建坪 45,主+附 29.74,1廳1衛,1樓/22樓,"7,250",1,信義區
台北市信義區和平東路三段,預售,店面,建坪 42.2,主+附 27.88,1廳1衛,1樓/22樓,"6,250",1,信義區
台北市信義區永吉路,51.9年,公寓/辦公,建坪 36.03,主 + 陽36.03,6房6衛,2樓/4樓,"3,168",0,信義區
台北市信義區忠孝東路五段,53.9年,公寓,建坪 25.73,主 + 陽25.73,1廳1衛,2樓/4樓,"3,580",0,信義區
台北市信義區松山路,55.3年,店面,建坪 24.2,主建物24.2,1廳1衛,2樓/4樓,"2,668",0,信義區
台北市信義區永吉路,42.0年,店面,建坪 14.29,主建物10.84,1廳1衛1室,1樓/5樓,"5,750",0,信義區
台北市信義區光復南路,46.0年,辦公/公寓,建坪 35.91,主建物29.14,1廳1衛,1樓/5樓,"8,000",0,信義區
台北市信義區松仁路,50.7年,店面,建坪 26.14,主建物17.2,1廳1衛,1樓/4樓,"8,000",0,信義區
台北市萬華區南寧路,預售,大樓,建坪 42.07,主+附 26.27,3房2廳2衛,11樓/15樓,"4,856",0,萬華區
台北市萬華區西園路二段,49.6年,公寓,建坪 14.18,主建物12.65,1房1廳1衛,3樓/5樓,758,0,萬華區
台北市萬華區南寧路,預售,大樓,建坪 35.81,主+附 22.8,3房2廳2衛,14樓/15樓,"4,429",0,萬華區
台北市萬華區康定路,9.9年,大樓,建坪 39.14,主 + 陽17.25,2房1廳1衛1室,12樓/26樓,"2,788",1,萬華區
台北市萬華區桂林路,44.7年,公寓,建坪 30.3,主 + 陽27.94,3房2廳1衛,3樓/5樓,"1,420",0,萬華區
台北市萬華區成都路,23.2年,大樓,建坪 13.42,主 + 陽8.77,1房1廳1衛,12樓/13樓,"1,250",0,萬華區
台北市萬華區中華路二段,13.7年,大樓,建坪 52.88,主 + 陽31.39,3房2廳2衛,7樓/14樓,"4,088",1,萬華區
台北市萬華區國興路,47.0年,大樓,建坪 13.94,主 + 陽13.94,1房2廳1衛,9樓/12樓,"1,258",0,萬華區
台北市萬華區峨眉街,48.6年,華廈,建坪 10.06,主建物7.8,1房1廳1衛,4樓/9樓,798,0,萬華區
台北市萬華區南寧路,37.2年,大樓,建坪 37.17,主 + 陽31.32,3房2廳2衛,2樓/12樓,"2,780",0,萬華區
台北市萬華區開封街二段,17.0年,大樓,建坪 57.34,主 + 陽34.75,4房2廳2衛,10樓/12樓,"5,680",1,萬華區
台北市萬華區德昌街,15.1年,大樓,建坪 78.85,主 + 陽36.51,3房2廳2衛1室,23樓/23樓,"6,888",2,萬華區
台北市萬華區青年路,39.0年,大樓,建坪 33.52,主建物22.75,3房2廳1.5衛,1樓/12樓,"2,680",0,萬華區
台北市萬華區貴陽街二段,22.2年,大樓/辦公,建坪 53.96,主 + 陽39.95,4房2廳2衛,3樓/13樓,"4,500",0,萬華區
台北市萬華區西昌街,41.2年,華廈,建坪 30.45,主 + 陽26.13,3房2廳2衛,5樓/8樓,"1,950",0,萬華區
台北市萬華區長沙街二段,7.0年,店面,建坪 24.77,主建物12.63,1廳1衛,1樓/18樓,"2,588",0,萬華區
台北市萬華區東園街,44.4年,公寓,建坪 41.81,主 + 陽41.8,3房2廳2衛,4樓/5樓,"2,550",0,萬華區
台北市萬華區南寧路,預售,大樓,建坪 36.41,主+附 22.81,3房2廳2衛,13樓/15樓,"4,598",0,萬華區
台北市萬華區莒光路,38.0年,店面/華廈,建坪 20.38,主建物16.64,2房2廳1衛1室(含加蓋1室),1樓/7樓,"2,298",0,萬華區
台北市萬華區西園路一段,40.1年,公寓,建坪 30.87,主 + 陽25.87,3房2廳1衛,4樓/5樓,"1,598",0,萬華區
台北市萬華區國興路,43.7年,大樓,建坪 24.7,主 + 陽18.78,3房2廳1衛,2樓/12樓,"1,738",0,萬華區
台北市萬華區康定路,14.9年,大樓,建坪 54.46,主 + 陽32.85,3房2廳2衛,7樓/15樓,"4,988",1,萬華區
台北市萬華區西園路二段,42.9年,大樓/辦公,建坪 15.89,主 + 陽13.29,1房1廳1衛,12樓/12樓,"1,320",0,萬華區
台北市萬華區西藏路,46.1年,大樓,建坪 32.65,主 + 陽30.8,3房2廳2衛,5樓/12樓,"2,450",0,萬華區
台北市萬華區漢中街,21.4年,大樓,建坪 14.15,主 + 陽8.9,1房1廳1衛,6樓/13樓,"1,260",0,萬華區
台北市萬華區國興路,43.7年,大樓,建坪 24.7,主 + 陽18.78,2房2廳1衛,10樓/12樓,"2,480",0,萬華區
台北市萬華區西園路二段,25.6年,店面/辦公/大樓,建坪 34.04,主 + 陽21.5,2廳1衛,1樓/13樓,"3,200",1,萬華區
台北市萬華區成都路,10.4年,其它,建坪 84.45,主 + 陽49.58,2房2廳2衛,12樓/15樓,"6,666",1,萬華區
台北市萬華區萬大路,27.6年,大樓,建坪 45.89,主 + 陽25.41,3房2廳2衛,1樓/13樓,"2,850",1,萬華區
台北市萬華區中華路二段,39.0年,大樓,建坪 32.72,主 + 陽25.36,3房2廳2衛,4樓/12樓,"2,480",0,萬華區
台北市萬華區漢口街二段,30.2年,其它,建坪 10.21,主 + 陽7.32,1房1廳1衛,2樓/12樓,888,0,萬華區
台北市萬華區昆明街,22.3年,大樓,建坪 44.1,主 + 陽32.1,4房2廳2衛,8樓/14樓,"3,888",0,萬華區
台北市萬華區國興路,43.7年,大樓,建坪 16.41,主建物11.5,2房1廳1衛,1樓/12樓,"1,430",0,萬華區
台北市萬華區成都路,18.7年,大樓,建坪 35.01,主 + 陽19.65,2房2廳2衛,2樓/14樓,"2,480",1,萬華區
台北市萬華區西園路二段,25.6年,大樓,建坪 34.35,主 + 陽25.28,3房2廳2衛,9樓/13樓,"2,498",0,萬華區
台北市萬華區東園街,8.8年,店面,建坪 24.37,主建物16.51,1廳1衛,1樓/13樓,"2,550",0,萬華區
台北市萬華區和平西路三段,15.0年,大樓,建坪 27.08,主 + 陽17.27,2房1廳1衛,11樓/13樓,"2,466",0,萬華區
台北市萬華區莒光路,49.5年,公寓,建坪 29.85,主 + 陽25.38,3房2廳1衛,4樓/5樓,"1,950",0,萬華區
台北市萬華區環河南路一段,42.7年,大樓,建坪 27.43,主 + 陽23.4,2房2廳2衛,3樓/12樓,"1,499",0,萬華區
台北市萬華區成都路,8.9年,大樓,建坪 30.91,主 + 陽17.84,2房2廳1衛,10樓/22樓,"2,958",0,萬華區
台北市萬華區德昌街,2.9年,大樓,建坪 36.9,主 + 陽18.81,2房2廳2衛,10樓/13樓,"3,245",1,萬華區
台北市萬華區和平西路三段,49.8年,公寓,建坪 24.35,主建物16.6,2房3廳1衛(含加蓋1房1廳),1樓/4樓,"2,100",0,萬華區
台北市萬華區成都路,48.5年,大樓/套房,建坪 10.62,主 + 陽8.37,1房1衛,8樓/12樓,835,0,萬華區
台北市萬華區東園街,62.1年,店面/透天,建坪 38.29,主建物31.69,2廳2衛,1-2樓/2樓,"2,800",0,萬華區
台北市萬華區成都路,18.7年,大樓,建坪 14.63,主 + 陽9.66,1房1廳1衛,14樓/14樓,"1,328",0,萬華區
台北市萬華區西園路二段,5.6年,大樓,建坪 37.24,主 + 陽20.87,3房2廳2衛,11樓/12樓,"3,420",1,萬華區
台北市萬華區西園路二段,5.6年,大樓,建坪 14.9,主 + 陽9.69,1房2廳1衛,12樓/12樓,"1,700",0,萬華區
台北市萬華區貴陽街二段,25.5年,大樓,建坪 38.13,主 + 陽21.38,2房2廳2衛,5樓/11樓,"1,998",1,萬華區
台北市萬華區中華路二段,47.0年,大樓,建坪 17.66,主 + 陽17.66,2房1廳1衛,2樓/12樓,"1,500",0,萬華區
台北市萬華區柳州街,3.1年,店面/辦公/大樓,建坪 22.88,主建物12.14,1廳1衛,1樓/22樓,"2,880",0,萬華區
台北市萬華區康定路,9.9年,大樓,建坪 15.76,主 + 陽9.5,1房1廳1衛,24樓/26樓,"1,350",0,萬華區
台北市萬華區西園路二段,53.3年,公寓,建坪 23.78,主 + 陽23.78,3房3廳1衛(含加蓋1廳),4樓/4樓,"1,270",0,萬華區
台北市萬華區長沙街二段,44.2年,公寓,建坪 23.01,主 + 陽23.01,4房1廳1衛,3樓/6樓,"1,580",0,萬華區
台北市萬華區康定路,9.9年,大樓,建坪 13.52,主 + 陽8.58,1房1廳1衛,3樓/26樓,"1,288",0,萬華區
台北市萬華區貴陽街二段,22.2年,大樓,建坪 39.73,主 + 陽29.49,3房2廳2衛,3樓/13樓,"2,988",0,萬華區
台北市萬華區西園路二段,11.6年,華廈,建坪 48.02,主 + 陽25.98,3房2廳2衛,4樓/9樓,"3,980",1,萬華區
台北市萬華區長沙街二段,14.1年,大樓,建坪 29.04,主 + 陽14.86,2房2廳1衛1室,13樓/15樓,"2,380",1,萬華區
台北市萬華區康定路,9.9年,大樓,建坪 20,主 + 陽12.69,1房1廳1衛,8樓/26樓,"1,780",0,萬華區
台北市萬華區東園街,33.5年,華廈,建坪 11.63,主 + 陽6.27,1廳1衛,2樓/6樓,570,0,萬華區
台北市萬華區成都路,31.2年,大樓/辦公,建坪 10.11,主 + 陽5.92,1房1廳1衛,10樓/12樓,598,0,萬華區
台北市萬華區漢口街二段,45.2年,大樓,建坪 13.33,主建物8.84,1房1廳1衛,11樓/11樓,"1,080",0,萬華區
台北市萬華區昆明街,23.1年,套房,建坪 14.69,主 + 陽9.63,1房1廳1衛,14樓/14樓,990,0,萬華區
台北市萬華區西園路二段,11.6年,華廈,建坪 44.52,主 + 陽23.69,3房2廳2衛,4樓/9樓,"3,680",1,萬華區
台北市萬華區西園路二段,5.6年,辦公/店面/大樓,建坪 31.47,主建物17.1,1廳1衛,1樓/12樓,"3,380",1,萬華區
台北市萬華區武成街,44.2年,公寓,建坪 27.36,主 + 陽27.35,4房2廳1衛,3樓/5樓,"1,680",0,萬華區
台北市萬華區中華路二段,44.6年,華廈,建坪 36.56,主 + 陽31.24,3房2廳2衛1室,3樓/7樓,"2,500",0,萬華區
台北市萬華區環河南路一段,42.7年,大樓,建坪 47.35,主 + 陽40.58,4房2廳2衛,4樓/12樓,"2,550",0,萬華區
台北市萬華區大理街,13.6年,華廈,建坪 50.89,主 + 陽28.79,3房2廳2衛,5樓/7樓,"3,750",1,萬華區
台北市萬華區和平西路三段,44.4年,公寓,建坪 26.74,主 + 陽26.74,1房2廳1衛,4樓/5樓,"1,845",0,萬華區
台北市萬華區康定路,9.9年,大樓,建坪 46.42,主 + 陽21.48,3房2廳1衛,11樓/26樓,"3,150",1,萬華區
台北市萬華區西寧南路,9.2年,大樓,建坪 20.51,主建物10.87,1房2廳1衛,10樓/13樓,"1,890",1,萬華區
台北市萬華區開封街二段,30.3年,大樓,建坪 16.24,主 + 陽11.97,1房1廳1衛,5樓/16樓,"1,450",0,萬華區
台北市萬華區開封街二段,38.8年,華廈/辦公,建坪 37.76,主 + 陽29.25,4房2廳2衛,2樓/9樓,"2,980",0,萬華區
台北市萬華區貴陽街二段,43.3年,華廈,建坪 39.52,主建物33.4,3房2廳2衛,3樓/10樓,"2,888",0,萬華區
台北市萬華區康定路,9.9年,大樓,建坪 16.24,主 + 陽10.27,1房1廳1衛,11樓/26樓,"1,300",0,萬華區
台北市萬華區康定路,43.0年,大樓,建坪 90.18,主 + 陽70.62,4房2廳3衛1室,5樓/11樓,"5,500",0,萬華區
台北市萬華區中華路二段,38.8年,華廈,建坪 25.29,主 + 陽20.26,3房2廳2衛,2樓/7樓,"1,988",0,萬華區
台北市萬華區桂林路,55.2年,公寓,建坪 28.55,主 + 陽28.54,3房2廳1衛1室,3樓/4樓,"1,498",0,萬華區
台北市萬華區長沙街二段,45.3年,大樓/套房,建坪 6.78,主建物4.92,1房1衛,11樓/11樓,550,0,萬華區
台北市萬華區中華路一段,44.6年,店面,建坪 22.06,主建物9.56,2房1廳1衛1室(含加蓋2房),1樓/10樓,"4,700",0,萬華區
台北市萬華區峨眉街,48.6年,套房,建坪 10.06,主建物7.8,1房1衛,3樓/9樓,868,0,萬華區
台北市萬華區西藏路,0.8年,店面/辦公,建坪 38.13,主建物23.72,2廳1衛,1樓/6樓,"4,999",0,萬華區
台北市萬華區華西街,43.4年,華廈,建坪 10.84,主 + 陽7.68,1房1廳1衛,5樓/8樓,598,0,萬華區
台北市萬華區昆明街,39.6年,辦公/大樓,建坪 40.39,主 + 陽35.91,2房2廳2衛2室,3樓/11樓,"2,880",0,萬華區
台北市萬華區西園路一段,20.7年,華廈,建坪 22.42,主 + 陽12.4,1房2廳1衛,3樓/6樓,"1,580",0,萬華區
台北市萬華區康定路,81.2年,透天,建坪 11.91,主建物11.91,3房1廳1.5衛(含加蓋1房0.5衛),1-1樓/1樓,"1,688",0,萬華區
台北市萬華區東園街,40.1年,華廈,建坪 33.4,主 + 陽27.35,3房2廳2衛,2樓/7樓,"2,950",0,萬華區
台北市萬華區和平西路三段,44.7年,華廈,建坪 6.81,主建物4.8,1房1廳1衛,6樓/8樓,428,0,萬華區
台北市萬華區莒光路,49.5年,公寓,建坪 15.07,主 + 陽12.84,2廳1衛,4樓/5樓,"1,100",0,萬華區
台北市萬華區西園路二段,54.3年,公寓,建坪 26.95,主 + 陽26.95,3房2廳1衛,3樓/4樓,"1,600",0,萬華區
台北市萬華區貴陽街二段,45.2年,華廈,建坪 42.83,主建物38.26,3房2廳2衛,5樓/8樓,"3,088",0,萬華區
台北市萬華區西藏路,0.8年,大樓,建坪 32.81,主 + 陽19.95,2房2廳1.5衛,2樓/14樓,"2,888",0,萬華區
