路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位,行政區
台北市中正區廈門街,42.3年,公寓,建坪 39.31,主 + 陽36.97,2房2廳2衛,5樓/5樓,"2,650",0,中正區
台北市中正區羅斯福路三段,40.4年,華廈,建坪 42.5,主 + 陽36.96,7房3廳3衛1室(含加蓋3房1廳1衛),6樓/6樓,"4,650",0,中正區
台北市中正區南昌路一段,16.9年,大樓,建坪 14.02,主建物9.12,1房1廳1衛,9樓/15樓,"2,350",0,中正區
台北市中正區中華路二段,51.6年,公寓,建坪 34.31,主 + 陽34.31,5房2廳1.5衛(含加蓋2房),4樓/4樓,"1,988",0,中正區
台北市中正區羅斯福路三段,0.3年,大樓,建坪 27.29,主 + 陽15.43,1房1廳2衛,13樓/14樓,"4,258",1,中正區
台北市中正區羅斯福路三段,30.7年,公寓,建坪 45.64,主 + 陽43.41,4房2廳2衛,2-3樓/5樓,"4,108",0,中正區
台北市中正區臨沂街,59.6年,公寓,建坪 41.15,主建物36.49,5房2廳4衛(含加蓋2房1廳2衛),4樓/4樓,"4,680",0,中正區
台北市中正區同安街,18.7年,華廈,建坪 69.37,主 + 陽30.87,3房2廳3衛,2-3樓/7樓,"4,800",2,中正區
台北市中正區和平西路一段,17.8年,大樓/辦公,建坪 40.26,主 + 陽30.63,3房2廳2衛,4樓/15樓,"4,280",0,中正區
台北市中正區信陽街,65.1年,店面,建坪 119.22,主建物114.25,4廳4衛1室(含加蓋1室),1-4樓/4樓,"26,800",0,中正區
台北市中正區重慶南路三段,42.6年,店面/華廈,建坪 20.34,主建物6.7,2廳1衛,B1-1樓/7樓,"1,780",0,中正區
台北市中正區仁愛路一段,52.9年,店面,建坪 23.02,主建物13.62,2廳1衛4室(含加蓋1廳2室),1樓/6樓,"13,800",0,中正區
台北市中正區廈門街,50.1年,公寓,建坪 34.73,主建物28.62,2房3廳1衛(含加蓋1廳),1樓/4樓,"3,380",0,中正區
台北市中正區重慶南路三段,50.4年,公寓,建坪 38.33,主 + 陽38.33,7房1廳2衛,2樓/4樓,"3,600",0,中正區
台北市中正區重慶南路三段,16.4年,華廈/辦公,建坪 10.11,主 + 陽7.19,1房1廳1衛,1樓/6樓,"1,780",0,中正區
台北市中正區杭州南路一段,16.1年,華廈,建坪 23.14,主建物7.89,1房2廳1衛1室(含加蓋1室),1樓/7樓,"2,798",2,中正區
台北市中正區南海路,45.4年,華廈,建坪 21.1,主 + 陽18.05,2房2廳1衛,7樓/7樓,"1,600",0,中正區
台北市中正區寧波西街,10.3年,華廈,建坪 38.66,主 + 陽16.42,3房1廳2衛,5樓/5樓,"3,850",1,中正區
台北市中正區南海路,1.1年,店面/辦公,建坪 70.97,主建物18.66,3廳1衛,1樓/7樓,"9,288",2,中正區
台北市中正區廈門街,46.7年,公寓,建坪 26.09,主 + 陽26.09,6房2廳3衛(含加蓋3房2衛),5樓/5樓,"2,320",0,中正區
台北市中正區水源路,20.8年,大樓,建坪 10.08,主 + 陽6.7,1房1廳1衛(含加蓋1房),5樓/11樓,"1,358",0,中正區
台北市中正區廈門街,59.0年,其它/公寓,建坪 55.24,主建物55.24,3房3廳3衛3室(含加蓋1室),4-5樓/5樓,"3,988",0,中正區
台北市中正區武昌街一段,79.2年,透天/店面,建坪 43.77,主建物43.77,6房3廳3衛1室(含加蓋4房1廳1.5衛1室),1-2樓/2樓,"8,288",0,中正區
台北市中正區臨沂街,53.3年,公寓,建坪 23.33,主建物23.33,4房3廳2衛2室(含加蓋2房1廳1衛1室),4樓/4樓,"2,900",0,中正區
台北市中正區衡陽路,34.7年,辦公/大樓,建坪 130.44,主建物112.69,4房1廳3衛3室,-1樓/15樓,"6,913",0,中正區
台北市中正區汀州路一段,50.3年,公寓,建坪 16.93,主建物14.57,2房2廳1衛1室(含加蓋1衛1室),1樓/4樓,980,0,中正區
台北市中正區廈門街,59.0年,公寓/其它,建坪 102.03,主建物102.03,7房3廳5衛3室(含加蓋1室),3-5樓/5樓,"7,358",0,中正區
台北市中正區杭州南路一段,33.8年,透天,建坪 330.15,主 + 陽133.17,13房3廳6衛6室(含加蓋2房1衛6室),B2-4樓/4樓,"18,000",1,中正區
台北市中正區重慶南路二段,5.6年,大樓,建坪 34.68,主 + 陽22.1,2房2廳2衛1室,4樓/14樓,"5,888",0,中正區
台北市中正區晉江街,47.8年,公寓,建坪 35.32,主建物31.53,3房2廳2衛1室(含加蓋1室),1樓/5樓,"3,988",0,中正區
台北市中正區杭州南路一段,9.9年,華廈,建坪 22.68,主 + 陽14.03,1廳1衛,2樓/7樓,"3,380",0,中正區
台北市中正區羅斯福路二段,34.2年,辦公/大樓,建坪 74.08,主 + 陽62.65,1廳1衛3室,5樓/14樓,"7,080",0,中正區
台北市中正區信義路二段,44.8年,大樓/辦公,建坪 53.36,主 + 陽45.01,5房2廳3衛,8樓/12樓,"6,136",0,中正區
台北市中正區南昌路一段,16.0年,店面/辦公/大樓,建坪 55.56,主 + 陽35.52,1廳1衛1室,2樓/18樓,"5,880",0,中正區
台北市中正區杭州南路一段,33.8年,辦公/大樓,建坪 45.31,主建物16.92,2廳2衛4室(含加蓋1廳2衛4室),11樓/11樓,"4,080",0,中正區
台北市中正區重慶南路三段,15.2年,華廈,建坪 32.31,主 + 陽11.8,3房1廳2衛(含加蓋2房1衛),6樓/6樓,"3,380",0,中正區
台北市中正區廈門街,59.0年,公寓,建坪 46.8,主建物46.8,4房2廳2衛,3樓/5樓,"3,380",0,中正區
台北市中正區金山南路一段,57.7年,店面,建坪 12.98,主建物7.86,3廳1衛,1樓/4樓,"4,688",0,中正區
台北市中正區水源路,42.4年,店面/大樓,建坪 31.48,主建物16.99,2廳1衛1室(含加蓋1廳1室),1樓/12樓,"3,650",0,中正區
台北市中正區杭州南路一段,18.2年,大樓/辦公,建坪 109.37,主 + 陽65.37,4房2廳4衛2室,2樓/14樓,"10,888",2,中正區
台北市中正區南昌路二段,18.5年,大樓,建坪 33.26,主 + 陽15.13,2房2廳1衛,10樓/13樓,"3,511",2,中正區
台北市中正區忠孝西路一段,35.6年,辦公/大樓,建坪 19.84,主 + 陽13.76,1廳1衛1室,16樓/27樓,"2,088",0,中正區
台北市中正區南昌路一段,43.4年,公寓,建坪 32.76,主 + 陽24.84,4房2廳2衛1室,4樓/5樓,"3,800",0,中正區
台北市中正區武昌街一段,75.5年,店面/透天,建坪 22.22,主建物22.22,2房3廳1衛1室(含加蓋1房1廳1衛),1-2樓/2樓,"8,000",0,中正區
台北市中正區金華街,預售,大樓,建坪 65.04,主+附 37.03,3房2廳2衛,9樓/15樓,"9,200",1,中正區
台北市中正區仁愛路一段,27.6年,店面,建坪 57.74,主 + 陽39.56,1廳1衛,1樓/16樓,"7,800",1,中正區
台北市中正區仁愛路二段,14.0年,大樓,建坪 182.59,主 + 陽86.29,3房3廳3衛2室,6樓/18樓,"22,800",4,中正區
台北市中正區新生南路一段,16.2年,店面,建坪 22.71,主 + 陽17.31,1廳1衛1室,1樓/15樓,"3,988",0,中正區
台北市中正區愛國東路,17.7年,華廈,建坪 15.35,主 + 陽7.41,2房1廳1衛(含加蓋2房),4樓/8樓,"2,666",0,中正區
台北市中正區中華路二段,48.7年,華廈,建坪 31.71,主 + 陽31.72,3房2廳2衛,4樓/7樓,"2,300",0,中正區
台北市中正區羅斯福路三段,13.7年,店面,建坪 135.03,主 + 陽32.55,1廳4衛(含加蓋2衛),1-3樓/3樓,"7,750",5,中正區
台北市中正區南昌路二段,37.9年,華廈,建坪 43.14,主 + 陽39.7,3房2廳2衛2室,5樓/10樓,"4,980",0,中正區
台北市中正區水源路,6.9年,大樓,建坪 91.53,主 + 陽47.61,2房2廳2衛3室,13樓/15樓,"9,500",2,中正區
台北市中正區汀州路二段,50.2年,其它,建坪 18.51,主建物18.51,1房2廳2衛1室(含加蓋2衛1室),-1樓/6樓,"2,150",0,中正區
台北市中正區臨沂街,1.9年,華廈,建坪 51.94,主 + 陽24.85,2房2廳2衛,10樓/10樓,"7,508",1,中正區
台北市中正區羅斯福路四段,70.1年,店面,建坪 15.49,主建物15.49,1房2廳1.5衛1室(含加蓋1房1廳1衛),1-1樓/1樓,"3,500",0,中正區
台北市中正區仁愛路一段,42.7年,公寓,建坪 37.41,主 + 陽37.41,3房2廳2衛,4樓/5樓,"3,800",0,中正區
台北市中正區南昌路二段,29.3年,大樓,建坪 26.31,主建物17.26,2房2廳1衛,3樓/11樓,"2,880",0,中正區
台北市中正區寧波東街,64.8年,透天/店面,建坪 66.99,主建物61.9,3房4廳5衛5室(含加蓋1廳2衛3室),1-3樓/3樓,"9,999",0,中正區
台北市中正區博愛路,74.2年,店面/辦公,建坪 41.02,主建物37.76,7房1廳2衛,1-4樓/4樓,"8,000",0,中正區
台北市中正區羅斯福路四段,20.2年,店面,建坪 18.01,主建物7.6,2廳,1樓/15樓,"9,800",0,中正區
台北市中正區忠孝東路一段,36.5年,辦公/大樓,建坪 40.95,主建物25.12,1廳,5樓/21樓,"4,900",0,中正區
台北市中正區羅斯福路二段,38.7年,大樓,建坪 44.45,主 + 陽37.73,2房2廳2衛1室,6樓/12樓,"4,980",0,中正區
台北市中正區汀州路一段,50.3年,公寓,建坪 15.9,主 + 陽15.9,3房2廳2衛1室(含加蓋1房1廳1衛1室),4樓/4樓,600,0,中正區
台北市中正區水源路,47.0年,華廈/辦公,建坪 50.53,主 + 陽45.29,6房1廳3衛1室,4樓/10樓,"3,380",0,中正區
台北市中正區杭州南路一段,2.9年,大樓,建坪 126.79,主 + 陽56.61,1廳,11樓/20樓,"19,698",3,中正區
台北市中正區杭州南路一段,2.9年,大樓,建坪 128.39,主 + 陽56.61,1廳,18樓/20樓,"20,267",3,中正區
台北市中正區杭州南路一段,2.9年,大樓,建坪 126.79,主 + 陽56.61,1廳,11樓/20樓,"19,983",3,中正區
台北市中正區中華路二段,61.1年,透天,建坪 31,主建物31,2房1廳2衛2室(含加蓋1室),1-2樓/2樓,"3,980",0,中正區
台北市中正區汀州路二段,12.1年,大樓,建坪 19.94,主 + 陽12.29,1房1廳1衛,2樓/11樓,"2,500",0,中正區
台北市中正區衡陽路,48.4年,華廈,建坪 19.19,主建物13.88,1廳1衛,8樓/8樓,"1,400",0,中正區
台北市中正區仁愛路二段,16.6年,華廈,建坪 113.57,主 + 陽59.13,4房2廳4衛2室,3樓/7樓,"13,508",1,中正區
台北市中正區紹興北街,42.1年,華廈/辦公,建坪 24.48,主 + 陽20.1,1廳1衛1室,6樓/9樓,"1,380",0,中正區
台北市中正區金華街,預售,辦公/店面/大樓,建坪 66.47,主+附 38.64,2廳1室,4樓/15樓,"7,838",1,中正區
台北市中正區和平西路一段,6.9年,大樓,建坪 19.01,主 + 陽11.44,1房1廳1衛,2樓/14樓,"2,888",0,中正區
台北市中正區羅斯福路三段,13.5年,大樓,建坪 57.2,主 + 陽30.26,2房2廳2衛1室,4樓/13樓,"5,600",1,中正區
台北市中正區忠孝東路二段,43.9年,店面/辦公/大樓,建坪 49.43,主建物35.53,1廳,1樓/12樓,"17,282",0,中正區
台北市中正區和平西路一段,17.8年,大樓,建坪 14.62,主 + 陽9.44,2房1廳1衛(含加蓋1房),11樓/14樓,"2,438",0,中正區
台北市中正區信義路二段,7.7年,大樓,建坪 16.77,主建物10.06,1房1廳1衛,5樓/14樓,"3,219",0,中正區
台北市中正區羅斯福路四段,11.4年,店面,建坪 73.64,主 + 陽35.5,1廳1衛,1樓/15樓,"15,000",2,中正區
台北市中正區羅斯福路四段,20.2年,大樓,建坪 46,主 + 陽19.71,2房3廳2衛1室(含加蓋1房1廳1衛1室),12樓/15樓,"4,200",1,中正區
台北市中正區和平西路一段,14.7年,店面,建坪 29.75,主建物8.38,1廳1衛,1樓/18樓,"3,600",1,中正區
台北市中正區博愛路,12.3年,大樓,建坪 231.95,主 + 陽121.52,4房3廳6衛3室,26-27樓/31樓,"38,000",2,中正區
台北市中正區羅斯福路四段,20.2年,辦公/大樓,建坪 33.34,主 + 陽22.85,2廳1衛1室,6樓/15樓,"3,780",0,中正區
台北市中正區羅斯福路三段,10.1年,店面,建坪 117.34,主 + 陽70.32,1廳3衛,1樓/19樓,"18,800",3,中正區
台北市中正區信義路一段,29.8年,店面,建坪 26.54,主建物19.28,1廳1衛,1樓/12樓,"4,500",0,中正區
台北市中正區忠孝東路二段,43.9年,辦公/大樓,建坪 38.08,主建物29.47,3廳4室,12樓/12樓,"4,280",0,中正區
台北市中正區仁愛路二段,13.7年,別墅/透天,建坪 135.08,主 + 陽98.88,4房2廳4衛,1-5樓/5樓,"38,000",3,中正區
台北市中正區博愛路,12.3年,店面/辦公/大樓,建坪 242.03,主 + 陽107.2,2廳2衛,2樓/31樓,"36,000",5,中正區
台北市中正區信義路二段,7.7年,大樓,建坪 21.02,主 + 陽13.09,1房1廳1衛,9樓/14樓,"3,788",0,中正區
台北市中正區仁愛路二段,49.3年,大樓,建坪 79.53,主 + 陽62.48,5房2廳3衛,7樓/12樓,"8,880",0,中正區
台北市中正區寧波東街,38.4年,華廈,建坪 31.73,主 + 陽29.09,2房2廳2衛1室,4樓/7樓,"4,388",0,中正區
台北市中正區連雲街,1.9年,大樓,建坪 131.39,主 + 陽60.88,2廳4衛,7樓/13樓,"18,029",3,中正區
台北市中正區金門街,13.1年,華廈,建坪 24.91,主 + 陽13.49,3房1廳1衛(含加蓋1房),5樓/10樓,"3,200",0,中正區
台北市中正區寧波西街,41.9年,店面,建坪 28.72,主 + 陽25.86,3房2廳1衛1室,1樓/7樓,"5,880",0,中正區
台北市中正區中華路二段,33.1年,店面,建坪 63.73,主建物34.27,1廳1衛,1樓/6樓,"6,480",1,中正區
台北市中正區南昌路二段,18.5年,大樓,建坪 13.9,主 + 陽5.94,1房1廳1衛1室(含加蓋1室),10樓/13樓,"1,398",1,中正區
台北市中正區汀州路二段,56.0年,公寓,建坪 27.23,主 + 陽27.23,5房2衛1室,4樓/5樓,"2,448",0,中正區
台北市中正區信義路二段,7.7年,大樓,建坪 13.48,主 + 陽8.52,1房1廳1衛,14樓/14樓,"2,488",0,中正區
台北市中正區汀州路三段,50.0年,店面/辦公,建坪 40.83,主建物34.09,1房2廳1衛1室,1樓/4樓,"8,900",0,中正區
台北市中正區南陽街,79.6年,店面,建坪 77.08,主建物71.88,5廳3衛(含加蓋1廳),1-3樓/3樓,"6,850",0,中正區
台北市中正區南昌路一段,16.9年,大樓,建坪 33.6,主 + 陽17.16,1房2廳1衛,11樓/15樓,"3,588",1,中正區
台北市中正區忠孝東路二段,預售,大樓,建坪 45.87,主+附 25.2,2房2廳2衛1室,16樓/21樓,"6,250",1,中正區
台北市中正區同安街,39.5年,店面,建坪 38.19,主建物30.39,2廳1衛1室,1樓/5樓,"11,000",0,中正區
台北市中正區臨沂街,51.1年,公寓,建坪 30.5,主 + 陽30.5,3房2廳2衛,4樓/4樓,"3,355",0,中正區
台北市中正區中華路一段,9.7年,大樓/其它,建坪 90.31,主 + 陽54.32,4房2廳3衛2室,4樓/25樓,"15,438",1,中正區
台北市中正區和平西路一段,39.2年,店面,建坪 21.99,主建物11.23,1廳1衛,1樓/12樓,"4,280",0,中正區
台北市中正區公園路,67.6年,店面,建坪 110.3,主建物104.18,5廳4衛(含加蓋1廳),1-4樓/4樓,"8,800",0,中正區
台北市中正區羅斯福路三段,49.8年,店面/辦公/大樓,建坪 16,主建物11.46,1廳1衛,1樓/12樓,"1,388",0,中正區
台北市中正區金山北路,15.4年,辦公/大樓,建坪 13.5,主 + 陽7.77,1房1衛,4樓/14樓,"1,250",0,中正區
台北市中正區晉江街,47.5年,公寓,建坪 21.67,主 + 陽21.67,2房2廳1衛,3樓/4樓,"2,166",0,中正區
台北市中正區同安街,0.7年,華廈,建坪 51.81,主 + 陽23.83,3房2廳2衛1室,7樓/7樓,"6,488",1,中正區
台北市中正區羅斯福路二段,30.0年,辦公/大樓,建坪 142.96,主 + 陽81.9,1廳2室,10樓/26樓,"14,100",3,中正區
台北市中正區金山北路,15.4年,辦公/大樓,建坪 13.5,主 + 陽7.77,1房1衛,4樓/14樓,"1,250",0,中正區
台北市中正區羅斯福路三段,0.3年,大樓,建坪 16.73,主 + 陽10.61,1房1廳1衛,11樓/14樓,"2,675",0,中正區
台北市中正區忠孝西路一段,49.0年,店面,建坪 4.46,主建物2.04,1廳,1樓/11樓,458,0,中正區
台北市中正區同安街,0.7年,華廈,建坪 51.81,主 + 陽23.83,3房2廳2衛1室,4樓/7樓,"6,188",1,中正區
台北市中正區博愛路,10.4年,大樓,建坪 48.92,主 + 陽29.39,3房2廳2衛,15樓/15樓,"6,800",1,中正區
台北市中正區羅斯福路四段,20.2年,大樓/辦公,建坪 11.44,主 + 陽7.66,2房1廳2衛(含加蓋1房1衛),12樓/15樓,"1,988",0,中正區
台北市中正區三元街,13.2年,大樓,建坪 107.32,主 + 陽53.35,4房3廳3.5衛1室,8樓/11樓,"7,200",4,中正區
台北市中正區金山北路,15.4年,辦公/大樓,建坪 13.5,主 + 陽7.77,1房1衛,4樓/14樓,"1,250",0,中正區
台北市中正區南昌路二段,31.6年,辦公/大樓,建坪 80.05,主 + 陽48.03,2廳2衛3室,4樓/11樓,"6,300",2,中正區
台北市中正區杭州南路一段,46.8年,華廈,建坪 119.15,主 + 陽71.92,13房5廳11衛1室(含加蓋3房3廳2衛1室),6樓/6樓,"8,500",2,中正區
台北市中正區博愛路,12.3年,大樓,建坪 91.19,主 + 陽51.99,3房2廳3衛,4樓/31樓,"10,800",2,中正區
台北市中正區杭州南路一段,48.9年,大樓/辦公,建坪 48.07,主 + 陽42.53,4房2廳2衛,8樓/11樓,"4,780",0,中正區
台北市中正區羅斯福路三段,50.2年,店面/公寓,建坪 32.05,主建物21.15,3房2廳1.5衛1室,1樓/4樓,"4,680",0,中正區
台北市中正區青島東路,32.7年,店面/辦公,建坪 56.63,主建物43.11,5房1廳5衛5室(含加蓋5室),-1樓/5樓,"3,980",0,中正區
台北市中正區金山北路,15.4年,辦公/大樓,建坪 26.36,主 + 陽15.08,1廳1衛,5樓/14樓,"2,880",0,中正區
台北市中正區中華路二段,6.8年,辦公/透天,建坪 1925.14,主 + 陽829.38,74房13廳75衛,1-11樓/11樓,"127,000",40,中正區
台北市中正區師大路,54.0年,店面,建坪 27.22,主建物21.72,1廳2衛3室(含加蓋2室),1樓/4樓,"4,500",0,中正區
台北市中正區牯嶺街,50.9年,店面,建坪 50.9,主建物20.35,2廳2衛2室(含加蓋1廳2衛2室),1樓/4樓,"11,888",0,中正區
台北市中正區中華路二段,48.7年,華廈/套房,建坪 31.71,主 + 陽31.72,4房2衛,5樓/7樓,"2,380",0,中正區
台北市中正區汀州路二段,49.2年,公寓,建坪 30.33,主 + 陽30.33,4房1廳2衛,2樓/4樓,"2,730",0,中正區
台北市中正區同安街,0.7年,華廈,建坪 51.81,主 + 陽23.83,3房2廳2衛1室,5樓/7樓,"6,288",1,中正區
台北市中正區水源路,42.4年,大樓,建坪 40.44,主 + 陽33.95,3房2廳2衛1室,12樓/12樓,"3,400",0,中正區
台北市中正區詔安街,40.7年,公寓,建坪 23.43,主 + 陽23.42,3房2廳1衛,2樓/5樓,"1,550",0,中正區
台北市中正區羅斯福路四段,40.6年,華廈,建坪 34.44,主 + 陽31.1,4房4廳4衛,3樓/7樓,"3,100",0,中正區
台北市中正區忠孝東路二段,53.0年,辦公/大樓,建坪 33.1,主 + 陽26.48,1廳,3樓/11樓,"4,270",0,中正區
台北市中正區同安街,51.8年,公寓,建坪 24.03,主 + 陽24.03,3房2廳2衛,3樓/4樓,"2,160",0,中正區
台北市中正區寧波西街,41.9年,店面,建坪 28.72,主 + 陽25.86,2廳1衛3室(含加蓋1室),1樓/7樓,"5,680",0,中正區
台北市中正區信陽街,46.1年,辦公,建坪 18.68,主建物13.07,2房2廳2衛,5樓/5樓,839,0,中正區
台北市中正區臨沂街,93.1年,店面/透天,建坪 8.17,主建物8.17,2房3廳1衛(含加蓋2房1廳1衛),1-1樓/1樓,"4,468",0,中正區
台北市中正區同安街,0.7年,華廈,建坪 51.81,主 + 陽23.83,3房2廳2衛1室,3樓/7樓,"6,088",1,中正區
台北市中正區羅斯福路四段,23.1年,店面,建坪 53.4,主 + 陽28.01,2廳,1樓/12樓,"29,800",1,中正區
台北市中正區許昌街,40.5年,辦公,建坪 87.91,主 + 陽82.05,19房16衛,5樓/7樓,"11,064",0,中正區
台北市中正區南陽街,54.6年,店面/辦公,建坪 91.39,主建物91.39,7廳5衛3室(含加蓋2廳1衛),1-4樓/4樓,"10,800",0,中正區
台北市中正區忠孝東路二段,53.3年,公寓/店面,建坪 21.87,主建物18.45,1廳1衛,1樓/4樓,"3,610",0,中正區
台北市中正區臨沂街,16.8年,華廈,建坪 91.97,主 + 陽42.78,4房2廳3衛,4樓/9樓,"12,688",2,中正區
台北市中正區臨沂街,15.5年,華廈,建坪 37.58,主 + 陽19.41,2房2廳2衛,6樓/6樓,"4,588",1,中正區
台北市中正區西藏路,36.0年,店面,建坪 27.14,主建物17.26,2廳2衛1室(含加蓋1衛1室),1樓/12樓,"3,680",0,中正區
台北市中正區開封街一段,37.5年,店面,建坪 4.35,主建物1.96,1廳,1樓/12樓,"1,996",0,中正區
台北市中正區羅斯福路三段,47.5年,華廈/其它,建坪 27.57,主建物24.57,1廳1衛,-1樓/7樓,800,0,中正區
台北市中正區南昌路一段,113.0年,透天/辦公,建坪 9.75,主建物9.75,5房3廳3衛2室(含加蓋5房3廳3衛2室),1樓/1樓,"5,380",0,中正區
台北市中正區懷寧街,49.9年,店面/透天,建坪 57.77,主建物53.89,6房3廳4衛2室(含加蓋1房2衛2室),1-5樓/5樓,"8,888",0,中正區
台北市中正區三元街,8.1年,華廈,建坪 30.32,主 + 陽11.63,2房2廳1衛,6樓/7樓,"2,350",1,中正區
台北市中正區羅斯福路四段,20.2年,店面,建坪 13.34,主建物5.12,2廳,1樓/15樓,"7,380",0,中正區
台北市中正區愛國東路,46.4年,華廈,建坪 43.21,主 + 陽43.21,2廳1衛,2樓/7樓,"5,380",0,中正區
台北市中正區汀州路二段,33.4年,店面,建坪 30.05,主建物24.33,1廳1衛,1樓/6樓,"4,500",0,中正區
