行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,房屋總價,單位,房,廳,衛,車位數量,是否加蓋,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天
0,0,0,0,0,0,0,0,0,0,1,0,26.57,16130000,607041.0,3,1,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,49.51,36000000,727170.0,4,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,23.63,20400000,863488.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,32.31,25246000,781445.0,2,2,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,39.95,21000000,525645.0,3,2,2,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,27.23,5650000,207508.0,3,1,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,28.17,17200000,610542.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,46.15,34500000,747577.0,4,2,2,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,20.25,7580000,374279.0,1,0,1,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,32.43,5000000,154159.0,4,1,2,2,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,19.89,15880000,798420.0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,36.16,40500000,1119906.0,4,2,2,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,102.78,138995888,1352403.0,3,2,3,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,15.02,6000000,399493.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,52.43,19930000,380111.0,4,2,3,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,29.2,17500000,599375.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,72.26,43200000,653580.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,30.04,17000000,565890.0,5,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,26.26,21500000,818833.0,3,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,33.71,21280000,631315.0,1,1,1,1,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,22.97,14000000,609523.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,23.95,16800000,701497.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,15.83,18000000,1137099.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,38.21,39200000,1025866.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,20.17,25380000,1258455.0,2,1,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,15.61,12030000,770413.0,2,1,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,17.38,6800000,391152.0,2,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,8.84,6000000,678810.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,12.04,11300000,938583.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,25.36,43800000,1727234.0,5,2,4,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,32.29,22770000,705200.0,2,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,42.59,22620000,620033.0,2,2,1,1,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,116.83,102000000,1072587.0,4,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,7.48,5160000,689487.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,32.17,24050000,806966.0,2,2,2,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,20.62,12500000,606257.0,2,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,16.29,5625000,345248.0,3,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,22.81,16700000,732284.0,3,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,14.82,8500000,573689.0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,14.45,16800000,1162845.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,41.18,23880000,579864.0,2,1,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,71.29,43000000,659127.0,4,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,35.46,32200000,908173.0,2,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,33.93,31150000,917951.0,2,2,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,22.07,19420000,879796.0,2,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,31.87,20000000,627523.0,2,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,26.24,12500000,476448.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,29.69,12500000,421013.0,3,2,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,27.21,24500000,900311.0,4,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,85.16,53000000,688360.0,4,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,25.79,14500000,562277.0,2,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,19.25,9625000,499817.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,72.14,87713899,1215936.0,3,2,3,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,35.98,32000000,956910.0,1,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,12.65,10000000,790671.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,190.78,100000000,524158.0,4,3,2,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,36.56,31000000,847991.0,4,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,23.53,24940000,1059998.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,127.56,41580000,325972.0,6,4,4,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,33.63,23000000,683815.0,3,2,2,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,50.12,45000000,920374.0,1,1,1,2,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,39.49,26800000,678684.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,40.68,25000000,614598.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,13.81,8200000,593814.0,2,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,13.19,11230000,851082.0,1,1,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,34.77,22000000,632690.0,1,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,12.78,16300000,1275374.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,24.63,20000000,811938.0,3,1,3,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,11.52,11680000,1013965.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,32.59,29650000,909756.0,3,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,27.62,28800000,1042795.0,3,1,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,53.62,60830000,1310720.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,6.48,2700000,416696.0,1,1,1,1,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,33.71,25380000,752813.0,4,1,2,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,27.2,21820000,802185.0,2,1,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,29.43,20000000,679507.0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,7.62,2500000,327955.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,10.64,5100000,479374.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,25.87,38500000,1488403.0,1,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,16.07,12000000,746651.0,1,1,1,2,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,120.7,106000000,895905.0,3,2,3,2,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,24.54,9500000,387096.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,54.99,56000000,1018401.0,6,2,3,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,12.61,13860000,1099552.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,29.13,14700000,504624.0,4,1,4,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,21.21,10500000,495093.0,2,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,39.0,22800000,584690.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,12.95,15800000,1220082.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,32.55,28500000,875525.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,49.9,49980000,1001661.0,4,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,44.44,41880000,942328.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,8.83,7580000,858444.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,43.48,43300000,1146812.0,2,2,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,18.52,12500000,675094.0,1,1,1,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,7.35,5130000,698178.0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,31.9,32680000,1024405.0,3,2,2,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,20.52,16680000,813045.0,1,0,1,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,20.29,15700000,817481.0,2,1,1,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,32.42,14850000,458111.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,24.9,15585000,626013.0,3,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,11.48,7500000,653494.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,12.83,16140000,1257794.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,16.28,14000000,859925.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,22.84,22700000,993796.0,2,1,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,32.13,13000000,404627.0,3,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,31.21,25000000,800979.0,2,2,2,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,5.21,2480000,475820.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,16.38,13920000,849958.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,31.3,19300000,616684.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,5.56,3000000,539282.0,6,3,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,13.16,15680000,1191060.0,1,1,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,47.36,43560000,919839.0,4,1,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,28.86,11900000,412402.0,3,2,2,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,26.47,13395300,506141.0,3,1,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,77.32,47628000,615973.0,3,2,2,2,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,14.78,10150000,686734.0,0,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,35.4,24620000,695392.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,32.04,22000000,686694.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,25.14,14000000,556865.0,6,1,2,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,29.5,23800000,806790.0,1,1,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,21.31,16180000,759339.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,12.96,9600000,740969.0,1,1,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,26.08,21150000,810923.0,2,2,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,20.35,26500000,1302075.0,2,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,11.7,4000000,341773.0,4,1,2,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,41.04,22980000,559900.0,3,2,2,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,14.88,11700000,786136.0,2,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,28.09,18000000,640727.0,3,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,20.9,6300000,301486.0,1,1,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,35.87,12500000,348478.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,46.02,24500000,532353.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,9.89,4900000,495668.0,4,1,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,54.66,42800000,932530.0,3,2,2,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,38.52,25400000,659448.0,3,2,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,38.2,33000000,863885.0,4,2,2,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,9.76,8250000,844883.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,40.36,25000000,619388.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,107.46,164260000,1870577.0,0,0,0,2,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,39.23,25300000,644899.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,26.35,16000000,607127.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,28.96,6000000,207151.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,24.06,25000000,1039036.0,2,2,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,49.82,34400000,690423.0,3,1,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,35.49,13250000,373321.0,2,1,1,2,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,31.21,23720000,760116.0,3,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,10.26,10500000,1023618.0,1,1,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,15.86,19500000,1229741.0,2,1,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,12.87,8000000,621831.0,1,1,1,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,40.99,33200000,809981.0,3,2,2,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,8.47,5420000,640138.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,11.39,12500000,1097251.0,1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,19.51,8000000,409959.0,3,2,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,37.77,32000000,847167.0,3,1,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,16.79,16020000,954388.0,1,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,32.29,28580000,884973.0,3,2,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,94.61,78880000,1082448.0,3,3,3,2,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,129.14,90000000,922153.0,3,2,2,4,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,20.0,14580000,729177.0,2,2,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,10.07,15900000,1579392.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,14.53,9500000,653864.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,6.61,5657500,855561.0,3,2,2,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,11.98,13500000,1126408.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,65.94,32000000,485298.0,3,2,2,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,28.13,19550000,695005.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,30.75,15880000,516439.0,4,1,4,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,29.24,16500000,564247.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,23.29,11000000,472257.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,20.02,18300000,913839.0,2,1,1,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,44.51,7610000,170973.0,3,2,2,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,17.95,11250000,626730.0,2,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,24.21,15000000,619682.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,20.36,16000000,786043.0,2,2,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,82.93,46800000,564353.0,6,2,3,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,60.63,45000000,742172.0,3,2,2,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,19.17,3930000,205016.0,3,2,2,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,27.61,10000000,362200.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,32.01,12800000,399870.0,1,2,1,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,39.13,29000000,741210.0,3,2,2,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,23.26,23000000,988990.0,2,2,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,12.55,20800000,1656883.0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,47.0,17880000,380431.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,9.29,3390000,365036.0,1,1,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,23.62,11000000,465784.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,9.27,10800000,1165609.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,32.49,16500000,507827.0,2,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,118.68,73980000,623361.0,3,2,2,3,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,75.55,69000000,1124058.0,4,2,2,2,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,18.65,10000000,536221.0,2,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,10.88,10800000,992566.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,23.26,18000000,773990.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,60.58,38000000,627285.0,2,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,38.64,45900000,1187946.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,10.04,9500000,946507.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,9.7,18380000,1894623.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,7.81,4180000,535176.0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,18.59,11200000,602522.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,102.19,125000000,1370016.0,4,2,4,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,35.69,19380000,542935.0,2,2,2,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,39.24,31780000,809885.0,3,1,2,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,41.53,33500000,806645.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,9.43,5200000,551321.0,1,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,56.0,28360000,659805.0,3,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,48.81,32600000,773865.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,13.42,8000000,596310.0,2,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,50.44,30000000,594783.0,4,2,2,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,25.62,23880000,932024.0,2,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.87,10000000,919555.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,19.96,12800000,641319.0,1,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,44.26,26300000,594155.0,3,2,2,1,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,59.55,26000000,436630.0,0,0,0,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,24.27,14100000,580978.0,2,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,17.5,12600000,720142.0,1,1,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,41.65,10800000,259317.0,3,1,2,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,45.16,10000000,221436.0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,43.32,38190000,999866.0,4,2,3,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,43.88,42000000,957145.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,9.27,9500000,1025304.0,1,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,29.99,11750000,391800.0,2,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,26.91,14000000,520247.0,3,2,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,7.25,7200000,992980.0,2,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,22.53,17000000,754446.0,2,2,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,70.79,96000000,1356168.0,4,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,35.92,28500000,846820.0,3,2,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,55.26,42880000,906480.0,3,2,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,30.77,17800000,578426.0,3,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,39.91,30500000,997654.0,2,2,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,25.59,22800000,890821.0,2,2,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,21.47,11000000,512310.0,2,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,12.25,4000000,326418.0,2,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,31.46,32000000,1017168.0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,32.58,27200000,834814.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,30.25,37500000,1239675.0,3,2,2,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,27.04,23100000,854374.0,2,2,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,28.36,7800000,275043.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,8.78,4200000,478442.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,27.46,12500000,455245.0,2,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,27.46,12500000,455245.0,3,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,9.76,6700000,686787.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,49.31,32500000,659051.0,3,2,2,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,28.89,15230000,527143.0,2,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,28.37,26500000,933941.0,2,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,28.42,27000000,949941.0,2,2,2,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,52.51,43000000,818880.0,3,1,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,95.57,55890000,814328.0,3,2,2,2,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,58.13,34500000,593517.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,17.94,11880000,662162.0,2,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,56.72,31000000,546558.0,3,2,2,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,16.54,10500000,634800.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,41.15,23580000,572998.0,2,2,2,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,23.22,19220000,899690.0,1,1,1,1,1,0,0,1,0
