行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,房屋總價,單位,房,廳,衛,車位數量,是否加蓋,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天
0,0,0,0,0,0,0,0,0,0,0,1,26.3,12380000,470736.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,14.87,7000000,470815.0,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,87.61,43580000,569196.0,4,2,2,2,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,31.25,19700000,630317.0,3,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,24.8,20100000,810622.0,2,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,33.96,23500000,691960.0,3,2,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,13.96,10700000,766460.0,2,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,11.45,8000000,698532.0,1,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,71.34,20000000,280332.0,4,2,2,2,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,14.22,17000000,1195460.0,2,1,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,42.23,34000000,805081.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,39.18,30000000,765703.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,41.63,33000000,792701.0,3,2,2,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,30.45,15400000,505804.0,4,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,53.42,34980000,654796.0,3,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,18.89,17360000,919102.0,2,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,41.09,37580000,1134015.0,6,3,2,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,49.67,37000000,843753.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,58.44,37000000,782668.0,3,2,2,2,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,37.16,25380000,683011.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,29.01,17500000,778595.0,2,2,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,10.26,9380000,914434.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,46.37,33290000,858880.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,42.05,29800000,904232.0,2,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,55.41,36060000,735164.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,33.99,19700000,579603.0,3,2,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,74.55,86500000,1343428.0,4,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,26.28,17700000,673567.0,3,1,1,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,47.04,32000000,680294.0,4,0,4,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,11.38,10300000,904857.0,1,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,86.22,47000000,545110.0,3,2,3,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,28.22,23680000,839029.0,3,2,1,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,17.0,9100000,535282.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,62.8,41300000,657656.0,5,3,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,50.99,68250000,1684791.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,24.94,23260000,932715.0,3,2,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,34.85,30000000,1204597.0,2,1,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,30.35,16500000,543662.0,6,0,6,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,16.27,14800000,909402.0,1,1,1,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,32.28,18000000,557626.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,38.52,24500000,636029.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,42.27,15000000,354851.0,4,2,2,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,26.68,23060000,864305.0,2,2,1,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,7.44,4874000,654714.0,3,2,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,34.37,27500000,800119.0,3,2,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,61.74,28000000,453493.0,3,2,2,2,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,63.87,39500000,618419.0,3,2,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,32.1,26600000,828552.0,3,2,2,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,21.13,20200000,955872.0,0,2,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.38,5980000,575844.0,1,1,1,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,20.17,15000000,743544.0,2,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,38.68,28300000,731636.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,68.54,25600000,373503.0,3,2,2,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,42.02,21720000,668446.0,2,2,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,15.37,16200000,1054213.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,6.24,9380000,1503802.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,7.28,5000000,687276.0,1,1,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,32.08,11680000,364124.0,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,33.25,36180000,1040444.0,2,2,1,1,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,26.89,23980000,891812.0,2,2,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,39.0,15500000,397394.0,4,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,58.81,41880000,712139.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,33.36,29800000,893379.0,3,2,1,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,72.72,50000000,687534.0,3,2,2,2,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,27.09,14300000,527953.0,2,1,1,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,47.83,27880000,691874.0,3,2,2,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,46.48,26600000,687603.0,3,2,2,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,24.64,11500000,466693.0,2,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,32.98,22400000,679170.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,37.28,31000000,831548.0,2,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,9.47,9800000,1035373.0,1,1,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,30.04,25000000,832361.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,31.5,20750000,658810.0,1,1,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,30.49,16900000,554247.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,28.7,13500000,470415.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,21.75,13000000,597712.0,2,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,47.92,34250000,714750.0,3,2,2,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,92.63,94000000,1014745.0,3,2,2,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,35.45,9000000,253859.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,48.34,67350000,1393276.0,4,2,4,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,29.38,20700000,704592.0,3,2,2,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,17.71,2406000,135892.0,3,1,2,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,68.78,15200000,220996.0,4,2,2,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,51.81,18000000,347390.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,23.59,14680000,622247.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,26.98,11000000,407757.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,62.61,34600000,552644.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,10.32,7800000,755944.0,2,1,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,42.78,27580000,644704.0,3,2,3,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,32.49,17880000,550247.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,38.27,23800000,621864.0,4,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,45.54,31900000,700420.0,4,2,2,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,29.84,9380000,314391.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,21.72,17150000,855574.0,2,2,1,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,37.99,18880000,497001.0,5,2,3,0,1,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,40.16,32600000,811819.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,26.2,20500000,782460.0,3,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,31.68,11800000,372468.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,12.88,16300000,1265490.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,31.36,26500000,845105.0,3,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,46.62,45800000,982325.0,2,2,1,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,22.97,16000000,696598.0,2,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,30.4,30000000,986904.0,5,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,29.03,27580000,950024.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,33.42,19080000,719861.0,2,2,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,28.02,14520000,518138.0,3,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,11.99,7500000,625626.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,38.77,28000000,722297.0,3,2,2,2,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,20.02,25500000,1273768.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,53.36,49500000,1072038.0,3,2,2,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,25.34,18000000,710245.0,6,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,95.54,103000000,1078104.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,7.81,6250000,800513.0,1,1,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,54.65,30500000,558135.0,3,2,2,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,20.69,6300000,304481.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,55.17,64990000,1177936.0,4,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,59.54,22500000,377893.0,4,2,2,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,68.48,58000000,1061284.0,3,2,2,2,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,24.08,21330000,885726.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,66.45,55230000,940117.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,23.4,17400000,743742.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,21.42,9000000,420111.0,5,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,11.68,12000000,1027178.0,1,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,19.51,14280000,732003.0,2,2,2,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,175.65,107740000,740069.0,5,4,5,3,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,9.8,10000000,1020309.0,0,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,45.23,44680000,987783.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,11.12,6300000,566399.0,0,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,22.41,11500000,513116.0,2,1,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,22.16,19200000,866384.0,1,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,14.22,10500000,738374.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,45.92,30900000,774582.0,2,1,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,17.81,18000000,1010606.0,2,2,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,25.38,21250000,837187.0,2,2,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,18.13,12250000,675497.0,2,2,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,42.95,32000000,745022.0,4,2,2,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,17.86,15400000,862139.0,0,2,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,36.24,20500000,565636.0,4,2,2,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,32.06,36000000,1122726.0,1,2,2,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,14.64,6300000,430210.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,51.43,42000000,816582.0,2,2,2,1,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,11.82,13280000,1123076.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,42.14,20000000,474663.0,3,2,2,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,19.45,26500000,1362634.0,2,2,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,32.65,25080000,768037.0,3,2,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,85.66,52000000,607041.0,6,0,5,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,6.68,4650000,696195.0,1,0,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,34.17,27000000,790093.0,3,2,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,41.65,15500000,372167.0,4,1,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,39.84,28500000,973753.0,2,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,30.64,23000000,750651.0,3,2,1,1,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,26.09,14600000,559526.0,2,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,23.75,17600000,741078.0,3,3,4,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,11.64,8900000,764794.0,2,2,2,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,12.8,9800000,765339.0,2,2,2,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,32.08,16500000,514389.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,19.15,13000000,679025.0,1,1,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,45.94,24200000,526802.0,3,2,2,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,29.61,36000000,1215741.0,2,1,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,17.89,12900000,720962.0,2,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,65.54,28560000,435790.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,69.32,44000000,863789.0,3,2,2,2,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,30.18,14380000,476472.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,30.93,20400000,659477.0,5,3,3,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,29.64,10000000,337397.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,42.46,13600000,320335.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,72.15,38000000,526667.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,32.92,15000000,455595.0,4,1,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,71.14,35000000,491976.0,4,2,2,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,82.88,94800000,1398281.0,4,2,2,2,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,22.5,20000000,889016.0,3,0,3,0,1,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,44.21,30500000,689887.0,3,2,2,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,75.73,13000000,171660.0,2,2,2,2,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,35.51,57000000,1605032.0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,30.92,29700000,960404.0,2,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,28.48,16680000,585732.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,45.21,34800000,951224.0,2,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,19.8,13200000,666717.0,2,1,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,39.41,29600000,751031.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,25.52,12700000,497612.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,21.73,13360000,614862.0,3,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,39.53,20500000,641937.0,2,2,1,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,37.79,19200000,672727.0,2,2,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,67.54,68180000,1009492.0,4,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,44.28,44680000,1008970.0,5,1,3,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,52.78,44390000,987029.0,3,2,2,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,44.89,21100000,469999.0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,37.66,17700000,470019.0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,24.98,14900000,596542.0,5,0,5,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,36.96,26000000,703478.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,94.85,96800000,1048299.0,5,3,3,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,23.76,11850000,498710.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,28.0,20800000,742955.0,2,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,119.26,82000000,769448.0,4,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,16.56,8800000,531440.0,3,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,13.49,9300000,689481.0,1,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,48.1,30310000,811065.0,3,2,1,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,43.28,20000000,462091.0,3,2,2,1,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,31.31,11800000,376894.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,51.7,69080000,1675356.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,61.53,35800000,581847.0,4,2,3,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,8.57,7300000,851829.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,52.16,38000000,728529.0,4,2,2,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,28.88,30200000,1045833.0,1,2,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,75.29,40000000,531245.0,1,1,2,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,41.5,25180000,606707.0,3,2,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,40.27,32000000,794546.0,2,2,2,0,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,47.39,35880000,757180.0,4,2,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,35.01,25800000,737035.0,3,2,2,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,35.24,31750000,900936.0,3,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,36.88,32000000,867594.0,4,2,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,26.44,27500000,1040272.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,8.65,2000000,231175.0,1,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,42.92,43880000,1022474.0,3,2,2,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,23.56,24920000,1057925.0,2,2,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,34.78,10207594,293505.0,3,2,2,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,32.62,23500000,914847.0,3,2,1,2,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,39.55,27030000,683461.0,3,2,2,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,22.88,15720000,686942.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,37.88,38500000,1016398.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,42.4,39500000,931644.0,2,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,24.28,23000000,947102.0,2,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,181.33,69000000,380517.0,3,2,3,5,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,35.76,14500000,405532.0,3,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,24.9,20000000,803061.0,4,0,4,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,107.46,168000000,1921106.0,0,0,0,2,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,61.87,51800000,837280.0,4,2,2,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,23.59,18880000,800377.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,41.11,27000000,656780.0,3,2,2,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,32.01,10660000,333016.0,2,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,62.87,33800000,704767.0,3,2,2,2,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,78.45,49500000,630975.0,2,2,2,2,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,42.28,29600000,700040.0,4,2,2,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,15.15,17380000,1147030.0,2,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,56.1,33300000,593599.0,4,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,37.59,37500000,997565.0,4,2,2,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,47.46,19500000,410855.0,4,2,2,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,41.03,30080000,733160.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,41.34,37000000,895095.0,3,2,2,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,23.04,18000000,781514.0,3,2,1,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,37.82,31500000,832794.0,2,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,27.22,15000000,551090.0,4,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,26.78,9100000,339843.0,2,2,2,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,48.55,25000000,514892.0,3,1,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,24.43,7200000,294758.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,32.58,19230000,590257.0,2,1,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,53.43,12450000,232999.0,3,2,2,1,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,70.67,14450000,204474.0,4,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,32.08,21010000,654862.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,44.6,30000000,672595.0,2,2,2,1,0,0,1,0,0
