物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
南港陽光大兩房車,向陽路,0,0,0,0,0,1,0,0,0,0,0,0,68.0,0,2.0,2.0,2.0,2.0,0,7.0,3.0,3.0,1.0,0,1,0,0,0
風華中庭三房坡平車,園區街,0,0,0,0,0,1,0,0,0,0,0,0,94.0,0,3.0,2.0,2.0,3.0,0,10.0,5.0,5.0,1.0,0,1,0,0,0
南軟二期超A辦,園區街,0,0,0,0,0,1,0,0,0,0,0,0,114.0,0,,,,,0,21.0,3.0,3.0,1.0,0,0,0,0,0
FZ9商一易規劃高投報鼎佳,南港路三段,0,0,0,0,0,1,0,0,0,0,0,0,137.0,0,3.0,2.0,2.0,3.0,0,5.0,5.0,5.0,1.0,0,1,0,0,0
昆陽站使用大一樓,昆陽街,0,0,0,0,0,1,0,0,0,0,0,0,151.0,0,2.0,3.0,2.0,2.0,0,4.0,1.0,1.0,1.0,0,1,0,0,0
南港漱夏三房大露台雙坡車,松河街,0,0,0,0,0,1,0,0,0,0,0,0,178.0,0,3.0,2.0,2.0,3.0,0,9.0,2.0,2.0,1.0,0,1,0,0,0
興東街電梯+車位A,興東街,0,0,0,0,0,1,0,0,0,0,0,0,200.0,1,2.0,2.0,2.0,2.0,0,7.0,5.0,5.0,1.0,0,1,0,0,0
南港昆陽站映東騰唯一釋出,昆陽街,0,0,0,0,0,1,0,0,0,0,0,0,218.0,0,2.0,2.0,2.0,2.0,0,17.0,9.0,9.0,1.0,0,1,0,0,0
華固卡地雅採光三房+坡車,重陽路,0,0,0,0,0,1,0,0,0,0,0,0,236.0,0,3.0,2.0,2.0,3.0,0,9.0,7.0,7.0,1.0,0,1,0,0,0
K5收租王｜南軟中研小透天,福山街,0,0,0,0,0,1,0,0,0,0,0,0,28.0,0,,2.0,2.0,,0,2.0,1.0,2.0,2.0,0,0,0,0,1
日升月恆高樓山河景,經貿二路,0,0,0,0,0,1,0,0,0,0,0,0,69.0,0,3.0,2.0,3.0,3.0,0,21.0,14.0,14.0,1.0,0,1,0,0,0
展覽館站邊間美寓,富康街,0,0,0,0,0,1,0,0,0,0,0,0,83.0,0,4.0,2.0,3.0,4.0,0,4.0,4.0,4.0,1.0,0,1,0,0,0
松山精裝三房華廈,八德路四段,0,0,0,0,0,1,0,0,0,0,0,0,115.0,0,3.0,2.0,2.0,3.0,0,6.0,5.0,5.0,1.0,0,0,0,1,0
砳建築旁邊間雅寓,重陽路,0,0,0,0,0,1,0,0,0,0,0,0,137.0,0,,2.0,2.0,,0,4.0,3.0,3.0,1.0,0,0,0,0,0
A近南港車站產業專區土地,,0,0,0,0,0,1,0,0,0,0,0,0,25.0,0,,,,,0,25.0,25.0,25.0,1.0,0,0,0,0,0
B近南港車站產業專區土地,,0,0,0,0,0,1,0,0,0,0,0,0,25.0,0,,,,,0,25.0,25.0,25.0,1.0,0,0,0,0,0
經貿區近LaLaport精品宅,經貿二路,0,0,0,0,0,1,0,0,0,0,0,0,185.0,0,2.0,2.0,1.0,2.0,0,7.0,4.0,4.0,1.0,0,1,0,0,0
研究院路4+5樓誠意賣,研究院路二段,0,0,0,0,0,1,0,0,0,0,0,0,206.0,0,4.0,2.0,1.0,4.0,0,4.0,4.0,4.0,1.0,0,1,0,0,0
南港近信義輕豪邸,玉成街,0,0,0,0,0,1,0,0,0,0,0,0,228.0,0,,3.0,3.0,,0,2.0,1.0,2.0,2.0,0,1,0,0,0
景觀綠世界未來捷運三房平車,福德街,0,0,0,0,0,1,0,0,0,0,0,0,45.0,0,3.0,2.0,1.0,3.0,0,19.0,16.0,16.0,1.0,0,1,0,0,0
經貿園區-邊間2房+車,經貿二路,0,0,0,0,0,1,0,0,0,0,0,0,73.0,0,2.0,2.0,1.0,2.0,0,7.0,4.0,4.0,1.0,0,1,0,0,0
芬第美二房平面車位,向陽路,0,0,0,0,0,1,0,0,0,0,0,0,95.0,1,2.0,2.0,1.0,2.0,0,9.0,6.0,6.0,1.0,0,1,0,0,0
南港車站面公園三房,興華路,0,0,0,0,0,1,0,0,0,0,0,0,117.0,0,3.0,2.0,1.0,3.0,0,5.0,4.0,4.0,1.0,0,1,0,0,0
羽森琚挑高庭院一樓,興南街,0,0,0,0,0,1,0,0,0,0,0,0,137.0,0,3.0,2.0,2.0,3.0,0,14.0,1.0,1.0,1.0,0,1,0,0,0
後山埤雙店面住辦1樓,同德路,0,0,0,0,0,1,0,0,0,0,0,0,159.0,0,2.0,2.0,2.0,2.0,0,7.0,1.0,1.0,1.0,0,0,0,0,0
