區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
信義區,忠孝捷運面寬店霸,台北市信義區忠孝東路五段,12366 萬 (含車位價),店面,20.6年,建坪57.46,主+陽30.09,1/11樓,--房(室)1廳1衛,1
信義區,冠德領袖稀有釋出,台北市信義區松勇路,13100 萬 (含車位價),住宅大樓,19.9年,建坪99.58,主+陽45.31,4/18樓,4房(室)2廳2衛,1
信義區,國泰信義鼎佳首選,台北市信義區信義路六段,2388 萬,公寓,47.0年,建坪26.02,主+陽+露26.02,5/5樓,7房(室)--廳7衛(含加蓋2房(室)--廳4衛),0
信義區,後山埤金店面,台北市信義區中坡北路,15360 萬,店面,42.1年,建坪36.15,主+平33.82,1/7樓,1房(室)1廳2衛(含加蓋--房(室)--廳2衛),0
信義區,莊敬路金店面,台北市信義區莊敬路,11000 萬,店面,50.5年,建坪35.72,主35.72,1/4樓,--房(室)2廳3衛(含加蓋--房(室)--廳3衛),0
信義區,稀有土地透天,台北市信義區永吉路,7600 萬,透天厝,59.7年,建坪19.61,主19.61,1~2/2樓,7房(室)4廳3.5衛(含加蓋4房(室)3廳3.5衛),0
信義區,光復南精華店面,台北市信義區光復南路,14500 萬,店面,17.3年,建坪63.42,主40.46,1~2/18樓,--房(室)2廳--衛,0
信義區,嘉興黃金改建透天,台北市信義區嘉興街,6500 萬,透天厝,60.1年,建坪43.26,主43.26,1~2/2樓,2房(室)3廳2衛,0
信義區,信義捷運收租首選,台北市信義區富陽街,2980 萬,華廈,42.9年,建坪33.95,主+陽27.86,7/7樓,9房(室)--廳9衛(含加蓋4房(室)--廳4衛),0
信義區,松仁路車庫一樓,台北市信義區松仁路,3288 萬,公寓,50.4年,建坪30.22,主30.22,1/4樓,3房(室)2廳2衛,0
信義區,究極之星上林苑,台北市信義區青雲街,9888 萬,透天厝,39.9年,建坪167.14,主+平+陽+露133.19,B2~3/3樓,9房(室)6廳5衛(含加蓋1房(室)--廳--衛),0
信義區,世貿惠安金雞母B,台北市信義區基隆路二段,2660 萬,辦公商業大樓,45.9年,建坪30.44,主+陽28.53,4/12樓,6房(室)--廳6衛(含加蓋1房(室)--廳1衛),0
信義區,稀有小宅華納菁英,台北市信義區忠孝東路五段,1980 萬 (含車位價),華廈,29.1年,建坪22.81,主+陽9.26,2/4樓,1房(室)1廳1衛,1
信義區,大馬路收租屋,台北市信義區松山路,2880 萬,公寓,56.8年,建坪21.75,主21.75,2/4樓,6房(室)--廳6衛,0
信義區,雙捷運人潮三角窗,台北市信義區松山路,8800 萬,公寓,56.8年,建坪23.69,主23.69,1/4樓,--房(室)1廳1衛,0
信義區,松德路收租店面,台北市信義區松德路,6500 萬 (含車位價),店面,35.6年,建坪40.50,主+平24.98,1/12樓,2房(室)1廳2衛,1
信義區,松隆百業金店面,台北市信義區松隆路,5000 萬,店面,37.6年,建坪36.60,主+平14.93,B1~1/6樓,3房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,世貿美妝電梯三房,台北市信義區吳興街,3688 萬,華廈,32.0年,建坪36.39,主+陽31.62,6/6樓,3房(室)2廳2衛,0
信義區,華誼閱翠10樓G,台北市信義區,6936 萬,住宅大樓,--年,建坪39.89,主24.02,10/24樓,--房(室)--廳--衛,0
信義區,華誼信義11樓G,台北市信義區,6956 萬,住宅大樓,--年,建坪39.89,主+陽25.81,11/24樓,--房(室)--廳--衛,0
信義區,華誼信義9樓G,台北市信義區,6916 萬,住宅大樓,--年,建坪39.89,主+陽25.81,9/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠8樓G,台北市信義區,6896 萬,住宅大樓,--年,建坪39.89,主+陽25.81,8/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠7樓G,台北市信義區,6878 萬,住宅大樓,--年,建坪39.89,主+陽25.81,7/24樓,--房(室)--廳--衛,0
信義區,華誼信義4樓G,台北市信義區,6779 萬,住宅大樓,--年,建坪39.89,主+陽25.81,4/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠3樓G,台北市信義區,6759 萬,住宅大樓,--年,建坪39.89,主+陽25.81,3/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠5樓G,台北市信義區,6796 萬,住宅大樓,--年,建坪39.89,主+陽25.81,5/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠24樓C,台北市信義區,7198 萬,住宅大樓,--年,建坪38.09,主+陽24.64,24/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠21樓C,台北市信義區,7047 萬,住宅大樓,--年,建坪38.10,主+陽24.64,21/24樓,--房(室)--廳--衛,0
信義區,華誼信義20樓C,台北市信義區,7085 萬,住宅大樓,--年,建坪38.10,主+陽24.64,20/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠邊間景觀,台北市信義區,6679 萬,住宅大樓,--年,建坪38.51,主+陽24.90,7/24樓,--房(室)--廳--衛,0
信義區,華誼信義4樓A,台北市信義區,6582 萬,住宅大樓,--年,建坪38.50,主+陽24.90,4/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠4樓C,台北市信義區,6736 萬,住宅大樓,--年,建坪38.73,主+陽25.05,4/24樓,--房(室)--廳--衛,0
信義區,華誼閱翠高樓美景,台北市信義區,6945 萬,住宅大樓,--年,建坪36.66,主+陽23.71,24/24樓,--房(室)--廳--衛,0
信義區,象山入口金樞之鑽,台北市信義區信義路五段,8688 萬,店面,49.5年,建坪18.74,主18.74,1/4樓,--房(室)2廳2衛,0
信義區,捷運三角窗連鎖店,台北市信義區基隆路二段,12900 萬,店面,42.9年,建坪118.94,主+平53.34,1/12樓,--房(室)1廳1衛,0
信義區,北醫2樓金收租屋,台北市信義區吳興街,2077 萬,公寓,39.7年,建坪30.12,主+陽27.54,2/5樓,4房(室)--廳4衛,0
信義區,世貿莊敬三角店霸,台北市信義區莊敬路,34800 萬 (含車位價),店面,34.9年,建坪197.41,主+平140.63,B1~1/7樓,--房(室)1廳2衛,1
信義區,信義捷運金店面,台北市信義區信義路四段,3368 萬,辦公商業大樓,43.3年,建坪18.56,主+平18.57,1/12樓,1房(室)1廳1衛,0
信義區,市府捷運收租置產,台北市信義區永吉路,3368 萬,華廈,35.2年,建坪34.97,主+陽30.87,8/10樓,8房(室)--廳8衛,0
信義區,未來捷運潛力金店,台北市信義區福德街,5380 萬,店面,51.7年,建坪22.81,主22.81,1/4樓,1房(室)1廳1衛,0
信義區,大馬路挑高金店霸,台北市信義區基隆路一段,26980 萬 (含車位價),店面,23.2年,建坪265.82,主+陽169.18,1/14樓,--房(室)1廳1衛,1
信義區,虎林方正邊間二樓,台北市信義區虎林街,2880 萬,公寓,53.4年,建坪34.77,主34.77,2/4樓,4房(室)2廳1衛,0
信義區,第一城邊間一樓,台北市信義區虎林街,4480 萬,公寓,53.4年,建坪30.67,主30.67,1/4樓,4房(室)2廳1衛,0
信義區,松德大面寬金店,台北市信義區松德路,4280 萬,店面,45.2年,建坪27.50,主+平27.50,1/5樓,--房(室)1廳1衛,0
信義區,松菸大巨蛋兩房,台北市信義區,3888 萬 (含車位價),住宅大樓,--年,建坪26.29,主+陽13.35,11/23樓,--房(室)--廳--衛,1
信義區,宏築信義鋼骨美居,台北市信義區,3388 萬,住宅大樓,--年,建坪25.49,主+陽16.04,3/24樓,2房(室)2廳1.5衛,0
信義區,101景觀新世界,台北市信義區松勤街,2680 萬,住宅大樓,18.1年,建坪15.71,主+陽10.21,6/19樓,1房(室)1廳1.5衛(含加蓋--房(室)--廳0.5衛),0
信義區,永吉稀有金店霸,台北市信義區永吉路,6288 萬,店面,26.7年,建坪36.88,主+陽30.36,1/14樓,--房(室)1廳1衛,0
信義區,宏築層峰景觀大戶,台北市信義區,10988 萬 (含車位價),住宅大樓,--年,建坪118.63,主+陽60.09,23/24樓,1房(室)2廳1衛,1
信義區,世貿經國高樓美妝,台北市信義區松德路,3588 萬 (含車位價),住宅大樓,35.1年,建坪40.69,主+陽33.53,10/12樓,2房(室)1廳2衛(含加蓋--房(室)--廳1衛),1
信義區,信義區昇陽360,台北市信義區,4800 萬 (含車位價),辦公商業大樓,--年,建坪39.20,主+陽17.46,2/31樓,--房(室)--廳--衛,1
信義區,永春捷運黑土透天,台北市信義區忠孝東路五段,12000 萬,透天厝,56.4年,建坪44.76,主44.76,1~2/2樓,--房(室)1廳1衛,0
信義區,低總首購好選擇,台北市信義區和平東路三段,1850 萬,公寓,44.9年,建坪26.67,主+陽26.67,4/5樓,3房(室)2廳1衛,0
信義區,太陽磁場店辦,台北市信義區信義路六段,3699 萬 (含車位價),辦公商業大樓,31.4年,建坪55.05,主+平36.30,1/15樓,3房(室)2廳1衛,1
信義區,五分埔角間金店面,台北市信義區永吉路,8980 萬,透天厝,31.2年,建坪23.90,主23.90,1~3/3樓,4房(室)5廳2衛(含加蓋1房(室)1廳--衛),0
信義區,昇陽360附車位,台北市信義區,4398 萬 (含車位價),辦公商業大樓,--年,建坪39.20,主+陽17.46,3/31樓,--房(室)--廳--衛,1
信義區,市府收租黑土透天,台北市信義區永吉路,9680 萬,透天厝,58.1年,建坪23.14,主23.14,1~2/2樓,9房(室)1廳10衛(含加蓋3房(室)--廳3衛),0
信義區,松德面寬角窗金店,台北市信義區松德路,4280 萬,店面,45.1年,建坪28.73,主+平28.73,1/5樓,--房(室)1廳1衛,0
信義區,市府潛力透天,台北市信義區松信路,5388 萬,透天厝,35.6年,建坪46.28,主46.28,1~3/3樓,4房(室)2廳3衛,0
信義區,松菸巨蛋金店,台北市信義區忠孝東路四段,9988 萬 (含車位價),店面,35.1年,建坪61.48,主+平20.73,1/7樓,1房(室)2廳1衛,1
信義區,日系跨國連鎖店面,台北市信義區市民大道六段,22000 萬 (含車位價),店面,11.0年,建坪166.29,主+陽85.53,1~2/16樓,--房(室)2廳2衛,1
信義區,北醫裝潢收租一樓,台北市信義區吳興街,2680 萬,公寓,51.0年,建坪31.04,主31.04,1/4樓,4房(室)2廳4衛(含加蓋--房(室)1廳--衛),0
信義區,忠孝永春人潮金店,台北市信義區忠孝東路五段,8800 萬,店面,20.6年,建坪21.51,主16.12,1/11樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
信義區,忠孝永春捷運金店,台北市信義區忠孝東路五段,12000 萬,店面,20.6年,建坪26.47,主+陽19.82,1/11樓,--房(室)2廳1衛,0
信義區,市府人潮錢潮金店,台北市信義區永吉路,3688 萬,公寓,53.4年,建坪20.19,主20.19,1/4樓,1房(室)1廳1衛,0
信義區,陽光靜巷採光四房,台北市信義區和平東路三段,3280 萬,公寓,43.1年,建坪42.06,主+陽42.06,3/5樓,4房(室)2廳2衛,0
信義區,五分埔透天店面,台北市信義區永吉路,2988 萬,透天厝,56.1年,建坪21.81,主21.81,1~3/3樓,--房(室)--廳1衛,0
信義區,永春稀有低總金店,台北市信義區永吉路,1300 萬,店面,44.9年,建坪6.09,主5.79,1/5樓,--房(室)1廳--衛,0
信義區,忠孝東路連鎖店面,台北市信義區忠孝東路五段,11498 萬,華廈,46.6年,建坪47.95,主+陽40.41,2/7樓,--房(室)1廳1衛,0
信義區,大巨蛋三角金店,台北市信義區忠孝東路四段,9800 萬,店面,50.8年,建坪37.34,主37.34,1/4樓,--房(室)1廳1衛,0
信義區,忠駝甲區都更1F,台北市信義區基隆路一段,8600 萬,華廈,43.7年,建坪32.02,主+平23.81,1/7樓,3房(室)2廳1衛,0
信義區,永春人潮角窗店霸,台北市信義區松德路,6100 萬,店面,35.0年,建坪34.13,主+平+陽31.21,1~2/12樓,--房(室)1廳1衛,0
信義區,世貿銀行金店面,台北市信義區基隆路二段,11688 萬 (含車位價),店面,36.3年,建坪55.44,主35.40,1/12樓,--房(室)1廳--衛,1
信義區,世貿銀行收租金店,台北市信義區基隆路二段,6168 萬,店面,36.3年,建坪23.82,主17.73,1/12樓,--房(室)1廳--衛,0
信義區,世貿101辦公樓,台北市信義區基隆路二段,2860 萬,辦公商業大樓,42.1年,建坪29.01,主24.66,2/12樓,1房(室)--廳--衛,0
信義區,永春辦公人潮店面,台北市信義區忠孝東路五段,4500 萬,店面,49.8年,建坪26.13,主26.13,1/4樓,--房(室)1廳1衛,0
信義區,市府大土地金雞母,台北市信義區永吉路,4288 萬,公寓,53.4年,建坪35.86,主35.86,3/4樓,4房(室)--廳4衛,0
信義區,皇翔御琚,台北市信義區忠孝東路五段,48000 萬 (含車位價),住宅大樓,14.9年,建坪246.88,主+陽115.18,9/17樓,--房(室)2廳4衛,1
信義區,廣慈捷運熱鬧店面,台北市信義區林口街,4980 萬,店面,52.1年,建坪24.78,主24.78,1/4樓,--房(室)1廳2衛(含加蓋--房(室)--廳1衛),0
信義區,廣慈都更持分,台北市信義區中坡南路,188 萬,店面,46.8年,建坪2.88,主+平2.89,1/4樓,--房(室)--廳--衛,0
信義區,吳興街人潮金店面,台北市信義區吳興街,3680 萬,辦公商業大樓,36.5年,建坪24.38,主+平13.77,1/6樓,--房(室)--廳1衛,0
信義區,宏偉豪邸上林苑,台北市信義區青雲街,35000 萬,透天厝,39.8年,建坪351.06,主+平+陽+露221.04,B2~3/3樓,9房(室)10廳8衛(含加蓋3房(室)--廳--衛),0
信義區,捷運面寬金店面,台北市信義區忠孝東路五段,8600 萬,店面,40.9年,建坪28.64,主+平24.10,1/9樓,--房(室)--廳1衛,0
信義區,松德大馬路金店,台北市信義區松德路,3866 萬,店面,32.8年,建坪22.92,主+平16.04,1/30樓,--房(室)1廳1衛,0
信義區,川普101沒車位,台北市信義區信義路五段,2100 萬,住宅大樓,16.6年,建坪14.23,主+陽9.05,6/19樓,1房(室)1廳1衛,0
信義區,雙捷運公宅旁金店,台北市信義區大道路,3980 萬,店面,53.9年,建坪23.92,主23.92,1/4樓,1房(室)1廳1衛,0
