區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
士林區,台北市士林區天母東路,3000,華廈,1.2年,建坪13.11,主8.04,1/5樓,1房(室)1廳1衛,1,25.114675,121.530324
士林區,台北市士林區基河路,8688,住宅大樓,16.0年,建坪89.44,主+陽49.67,2/15樓,3房(室)2廳3.5衛,1,25.0951761873,121.518182744
士林區,台北市士林區明溪街,1550,公寓,50.1年,建坪31.38,主31.38,4/4樓,4房(室)2廳2衛,0,25.1055690455,121.564578015
士林區,台北市士林區中山北路五段,7288,住宅大樓,1.4年,建坪63.85,主+陽32.82,17/18樓,4房(室)2廳2衛,1,25.0994417502,121.527169968
士林區,台北市士林區承德路四段,2600,公寓,53.8年,建坪36.61,主36.61,2/4樓,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),0,25.0804569,121.5191699
士林區,台北市士林區前港街,1998,公寓,40.9年,建坪34.47,主+陽32.90,5/5樓,3房(室)2廳2衛,0,25.0850814921,121.518769478
士林區,台北市士林區福港街,1530,公寓,48.8年,建坪27.90,主+陽27.91,4/4樓,5房(室)--廳2衛,0,25.0843916,121.51764
士林區,台北市士林區忠誠路二段,2630,公寓,46.2年,建坪36.68,主+陽36.68,4/5樓,3房(室)2廳2衛,0,25.1154306667,121.531368457
士林區,台北市士林區菁山路,7380,華廈,16.7年,建坪88.07,主+陽44.90,4/5樓,3房(室)2廳2衛,2,25.147627,121.556976
士林區,台北市士林區永平街,1398,公寓,51.6年,建坪28.26,主+陽28.26,4/4樓,3房(室)2廳1衛,0,25.0908331367,121.504458303
士林區,台北市士林區社中街,1890,公寓,50.1年,建坪22.18,主22.18,1/4樓,2房(室)2廳1衛,0,25.0915255276,121.508639195
士林區,台北市士林區中山北路七段,7388,華廈,40.1年,建坪84.33,主+平59.78,1/7樓,5房(室)2廳2衛(含加蓋--房(室)--廳2衛),1,25.127025260249,121.532520089225
士林區,台北市士林區福港街,2480,公寓,44.8年,建坪34.91,主+陽34.91,2/5樓,3房(室)2廳2衛,0,25.0849769662172,121.517286028836
士林區,台北市士林區中庸一路,16888,透天厝,55.2年,建坪64.55,主64.55,1~2/2樓,5房(室)5廳5衛(含加蓋2房(室)--廳3衛),1,25.1331135,121.5483957
士林區,台北市士林區重慶北路四段,2950,公寓,56.9年,建坪52.51,主52.51,3~4/4樓,4房(室)2廳2衛,0,25.0849279,121.5122165
士林區,台北市士林區通河東街一段,3368,廠辦,35.2年,建坪55.23,主+陽51.84,4/5樓,--房(室)1廳1衛,1,25.0878302805,121.517053097
士林區,台北市士林區天母東路,5100,華廈,40.4年,建坪61.05,主+陽41.00,7/7樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),1,25.1184334850774,121.535623550297
士林區,台北市士林區天母北路,3500,住宅大樓,5.6年,建坪34.97,主+陽14.86,18/24樓,1房(室)1廳1衛,1,25.1214082032215,121.526587754045
士林區,台北市士林區天母北路,12688,住宅大樓,5.6年,建坪130.72,主+陽59.16,11/24樓,4房(室)4廳4衛,3,25.1214023150063,121.526546422684
士林區,台北市士林區天母北路,6978,住宅大樓,5.6年,建坪75.76,主+陽30.95,11/24樓,3房(室)2廳2衛,2,25.1214266,121.5266403
士林區,台北市士林區至善路二段,16800,透天厝,53.7年,建坪109.01,主+陽96.73,1~2/2樓,5房(室)2廳5衛,1,25.1061537988794,121.556338768774
士林區,台北市士林區中山北路七段,3880,華廈,38.4年,建坪61.94,主+平58.55,1/7樓,2房(室)2廳2.5衛(含加蓋--房(室)--廳0.5衛),1,25.1241040016845,121.533984775328
士林區,台北市士林區明溪街,1690,公寓,50.1年,建坪31.38,主31.38,2/4樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),0,25.1060413851,121.565085448
士林區,台北市士林區忠誠路二段,5780,住宅大樓,39.1年,建坪71.76,主+陽46.44,11/14樓,3房(室)2廳2衛,1,25.1087025414,121.530675675
士林區,台北市士林區忠誠路二段,9380,住宅大樓,22.0年,建坪113.70,主+陽60.35,2/12樓,3房(室)2廳2衛,2,25.1156456446785,121.53200184224
士林區,台北市士林區陽明路一段,4938,公寓,47.1年,建坪58.66,主45.23,1/5樓,6房(室)2廳3衛(含加蓋2房(室)--廳--衛),0,25.1489083297869,121.549597383492
士林區,台北市士林區中正路,2380,住宅大樓,42.3年,建坪40.52,主+陽31.88,5/12樓,3房(室)2廳2衛,1,25.0855266259,121.507290539
士林區,台北市士林區明溪街,1880,透天厝,49.8年,建坪32.19,主32.19,1~2/2樓,3房(室)2廳2衛,0,25.1066027111,121.565992871
士林區,台北市士林區翠山街,1978,公寓,50.0年,建坪31.38,主31.38,1/4樓,4房(室)2廳3衛(含加蓋--房(室)--廳1衛),0,25.1081907094,121.570078375
士林區,台北市士林區中社路一段,2280,透天厝,50.5年,建坪31.38,主31.38,1/1樓,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),0,25.1098686503,121.561980845
士林區,台北市士林區福德路,1398,華廈,14.0年,建坪10.20,主+陽6.41,1/8樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0,25.0910644632,121.524115369
士林區,台北市士林區社中街,1695,公寓,44.1年,建坪32.89,主+陽29.57,4/5樓,3房(室)2廳1衛,0,25.0916695396,121.509142994
士林區,台北市士林區美崙街,2180,公寓,56.2年,建坪22.91,主22.91,2/3樓,3房(室)2廳1衛,0,25.0971228577,121.521839211
士林區,台北市士林區中山北路七段,23888,透天厝,23.7年,建坪353.34,主+陽337.21,B1~4/4樓,2房(室)3廳--衛,1,25.1275143,121.5382101
士林區,台北市士林區天母北路,3580,華廈,36.5年,建坪55.42,主+平37.13,B1~1/5樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,25.1198938565145,121.52618955781
士林區,台北市士林區延平北路五段,2580,透天厝,45.4年,建坪27.68,主+平+陽27.68,1~2/2樓,6房(室)2廳2.5衛(含加蓋3房(室)1廳0.5衛),0,25.082357343,121.509618739
士林區,台北市士林區大西路,5580,華廈,25.0年,建坪81.49,主+陽39.86,2/9樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),2,25.0916057113,121.524757339
士林區,台北市士林區仰德大道三段,1750,公寓,47.2年,建坪46.95,主+陽44.71,2/4樓,4房(室)2廳2衛,1,25.1206791,121.5505184
士林區,台北市士林區通河街,2180,華廈,42.7年,建坪34.11,主+陽29.44,5/6樓,3房(室)2廳2衛,1,25.0811983602,121.519748427
士林區,台北市士林區基河路,13500,住宅大樓,10.2年,建坪132.17,主+陽65.88,16/21樓,--房(室)1廳--衛,1,25.0867724,121.5248232
士林區,台北市士林區重慶北路四段,1588,華廈,47.0年,建坪23.87,主+平21.68,1/7樓,1房(室)1廳1衛,1,25.081399373792,121.512210676669
士林區,台北市士林區中社路一段,1488,公寓,50.5年,建坪31.38,主31.38,2/4樓,4房(室)2廳2衛,0,25.110547,121.562986
士林區,台北市士林區至善路二段,7980,透天厝,54.5年,建坪68.36,主68.36,1~2/2樓,9房(室)4廳4衛(含加蓋2房(室)1廳1衛),1,25.1053432,121.5566947
