區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
中山區,台北市中山區敬業三路,3980,華廈,25.7年,建坪47.02,主+陽25.92,1/10樓,2房(室)2廳2衛,1,25.0791066759,121.557119378
中山區,台北市中山區八德路二段,15000,住宅大樓,2.5年,建坪127.01,主+陽56.89,18/20樓,3房(室)2廳3衛,3,25.0456816,121.5373108
中山區,台北市中山區市民大道三段,2250,住宅大樓,17.7年,建坪25.75,主+陽8.44,9/13樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),1,25.0448088843,121.540641452
中山區,台北市中山區民生東路三段,4300,住宅大樓,39.9年,建坪27.56,主+平20.87,1/13樓,1房(室)2廳1衛,1,25.0573458828,121.543368836
中山區,台北市中山區龍江路,5320,住宅大樓,41.5年,建坪56.05,主+陽47.27,10/14樓,5房(室)--廳3衛(含加蓋1房(室)--廳2衛),1,25.0580906082,121.540824939
中山區,台北市中山區松江路,6430,華廈,17.3年,建坪60.91,主+陽29.84,9/9樓,4房(室)2廳4衛(含加蓋2房(室)--廳3衛),1,25.0566652416,121.530721419
中山區,台北市中山區松江路,6980,華廈,17.3年,建坪60.91,主+陽29.84,9/9樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),1,25.0566652416,121.530721419
中山區,台北市中山區民族東路,1760,公寓,53.3年,建坪28.03,主28.03,3/3樓,3房(室)2廳1衛,0,25.0681461041,121.530897645
中山區,台北市中山區基湖路,2280,華廈,21.7年,建坪22.56,主+陽8.84,5/5樓,2房(室)1廳2衛(含加蓋2房(室)--廳2衛),1,25.0776483884429,121.564162708982
中山區,台北市中山區民權東路二段,6688,住宅大樓,13.1年,建坪89.46,主+陽31.55,4/12樓,3房(室)2廳2衛,3,25.0623497549263,121.52931240367
中山區,台北市中山區建國北路一段,5688,住宅大樓,12.7年,建坪62.62,主+陽26.99,9/13樓,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),3,25.0507813,121.5371173
