成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11406,大樓,台北市士林區承德路四段１２４號三樓,3458,92.95,37.2,4.75,41.3,3,12,無,3,2,2,25.087308,121.52261,其他增建；
11406,華廈,台北市士林區福志路１１０號四樓,2920,83.5,34.97,6.42,10.6,4,6,有,2,2,1,25.098682,121.528078,
11406,大樓,台北市士林區中山北路五段７５９號十五樓,8500,102.77,98.37,8.5,1.9,15,17,有,3,2,3,25.099124,121.526736,
11406,公寓,台北市士林區承德路四段２９２巷１１弄８號五樓,1550,42.91,36.12,11.1,41.8,5,5,無,3,2,1,25.089055,121.519616,頂樓加蓋；其他增建；
11406,大樓,台北市士林區文林路５００號九樓之１,2715,106.82,25.42,3.54,13.1,9,13,有,2,2,1,25.096613,121.524305,
11406,公寓,台北市士林區後港街１６２巷１０弄１５號二樓,2025,64.11,31.58,14.22,53.2,2,4,無,4,2,1,25.088115,121.520378,其他增建；
11406,大樓,台北市士林區基河路１２８號五樓之７,855,90.1,9.49,2.48,29.5,5,11,無,1,1,1,25.088524,121.52357,陽台外推；
11405,華廈,台北市士林區中正路２１２巷１２弄２之１號六樓,2400,70.7,33.95,6.69,41.3,6,6,無,3,2,2,25.097408,121.526085,親友、員工、共有人或其他特殊關係間之交易；
11405,華廈,台北市士林區中正路２１２巷１２弄２號六樓,2400,68.87,34.85,6.69,41.3,6,6,無,2,2,2,25.097396,121.526022,親友、員工、共有人或其他特殊關係間之交易；
11405,大樓,台北市士林區中山北路五段５１２號三樓,1000,25.46,39.28,5.28,10.8,3,12,有,無隔間,0,0,25.093168,121.528185,親友、員工、共有人或其他特殊關係間之交易；
11405,公寓,台北市士林區美崙街８２巷１６號二樓,1630,86.35,18.88,13.01,57.3,2,2,無,5,2,2,25.097483,121.521764,陽台外推；頂樓加蓋；其他增建；
11405,大樓,台北市士林區承德路四段１８８號,6000,116.85,51.35,8.27,40.3,1,11,無,0,1,1,25.086921,121.522357,
11405,公寓,台北市士林區通河東街一段１２４巷２７號三樓,1500,54.85,27.35,7.58,45.2,3,5,無,3,2,1,25.086703,121.517226,陽台外推；其他增建；
11405,公寓,台北市士林區大東路１３之４號五樓之１,1950,55.39,35.21,8.59,49.2,5,5,無,3,2,2,25.087462,121.525046,陽台外推；頂樓加蓋；
