物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
萬隆捷運精品美寓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,99.0,0,4.0,3.0,2.0,4.0,0,5,5.0,5.0,1.0,0,1,0,0,0
萬隆捷運站商圈2樓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,112.0,0,3.0,2.0,1.0,3.0,0,4,2.0,2.0,1.0,0,1,0,0,0
敦南觀止2房雙車,福興路,0,0,0,0,0,0,0,0,0,1,0,0,141.0,0,2.0,2.0,2.0,2.0,0,14,11.0,11.0,1.0,0,1,0,0,0
政大雙併明亮大四房雙車位,恆光街,0,0,0,0,0,0,0,0,0,1,0,0,165.0,1,4.0,2.0,2.0,4.0,0,8,4.0,4.0,1.0,0,1,0,0,0
O018靜心仙岩公園3房坡車,仙岩路,0,0,0,0,0,0,0,0,0,1,0,0,186.0,0,3.0,2.0,2.0,3.0,0,3,3.0,3.0,1.0,0,1,0,0,0
近捷運萬芳醫院美公寓三樓,辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,206.0,0,3.0,2.0,1.0,3.0,0,5,3.0,3.0,1.0,1,0,0,0,0
FZ7稀有萬芳捷運美妝三樓,辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,206.0,0,3.0,2.0,1.0,3.0,0,5,3.0,3.0,1.0,0,1,0,0,0
試院路四巷美屋,試院路,0,0,0,0,0,0,0,0,0,1,0,0,236.0,0,5.0,,5.0,5.0,0,5,-1.0,-1.0,1.0,0,0,0,0,0
太平洋干邑三房車位,興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,44.0,1,3.0,2.0,2.0,3.0,0,11,9.0,9.0,1.0,0,1,0,0,0
富山滙新成屋2房車,富山路,0,0,0,0,0,0,0,0,0,1,0,0,70.0,0,2.0,2.0,1.0,2.0,0,15,8.0,8.0,1.0,0,1,0,0,0
萬隆捷運大戶美寓,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,98.0,0,4.0,2.0,2.0,4.0,0,5,5.0,5.0,1.0,0,1,0,0,0
靜心特區低總公寓,景興路,0,0,0,0,0,0,0,0,0,1,0,0,122.0,0,3.0,2.0,1.0,3.0,0,5,5.0,5.0,1.0,1,0,0,0,0
太子大第景觀樓中樓豪邸,一壽街,0,0,0,0,0,0,0,0,0,1,0,0,146.0,0,,2.0,4.0,,0,15,10.0,11.0,2.0,0,1,0,0,0
觀星台北雙併三房高樓,木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,169.0,0,3.0,2.0,2.0,3.0,0,17,13.0,13.0,1.0,0,1,0,0,0
