區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
文山區,台北市文山區木柵路二段,2980,公寓,43.3年,建坪52.69,主+平27.55,B1~1/4樓,6房(室)4廳2衛(含加蓋3房(室)2廳1衛),0,24.99090727,121.561858617
文山區,台北市文山區萬盛街,2180,公寓,43.8年,建坪29.69,主+陽29.70,5/5樓,4房(室)3廳2衛(含加蓋2房(室)1廳1衛),0,25.0048372024,121.543102928
文山區,台北市文山區保儀路,1598,公寓,47.6年,建坪28.85,主+平27.92,1/5樓,3房(室)2廳1衛,0,24.9843278988,121.566785607
文山區,台北市文山區木新路三段,17800,住宅大樓,11.4年,建坪254.92,主+陽115.40,11/14樓,4房(室)2廳6衛,6,24.9814380233131,121.563330372422
文山區,台北市文山區萬芳路,4788,住宅大樓,30.1年,建坪63.59,主+陽48.24,10/12樓,5房(室)2廳3衛,1,24.9967158406,121.563432620623
文山區,台北市文山區車前路,3999,華廈,41.3年,建坪55.34,主+陽45.31,5/7樓,4房(室)2廳2衛,1,24.991538,121.540954
文山區,台北市文山區溪口街,1888,公寓,42.6年,建坪32.09,主+陽31.21,4/5樓,3房(室)2廳2衛,0,24.9942275239,121.540085443
文山區,台北市文山區和平東路四段,2988,公寓,36.2年,建坪79.46,主+陽+露65.59,2~4/4樓,3房(室)4廳2衛,1,25.0055327,121.5671915
文山區,台北市文山區景福街,4480,華廈,29.5年,建坪55.05,主+陽38.81,9/9樓,4房(室)2廳2衛,1,24.9955036472,121.537202768
文山區,台北市文山區景興路,1998,住宅大樓,6.2年,建坪20.54,主+陽12.45,7/27樓,2房(室)2廳1衛,1,24.9888642945,121.542062236
文山區,台北市文山區木柵路四段,2399,華廈,17.3年,建坪38.27,主+陽17.37,3/10樓,2房(室)2廳1衛,1,24.9943155334,121.57108981
文山區,台北市文山區樟新街,3880,華廈,35.3年,建坪64.46,主+平31.33,1/5樓,5房(室)3廳5衛(含加蓋2房(室)1廳3衛),1,24.9775697084,121.554966182
文山區,台北市文山區木新路三段,1988,公寓,45.5年,建坪34.16,主+陽34.16,2/5樓,4房(室)2廳1.5衛(含加蓋--房(室)1廳--衛),1,24.9818982425,121.561127063
文山區,台北市文山區和平東路四段,1888,華廈,42.7年,建坪38.24,主+陽28.42,6/7樓,3房(室)2廳2衛,1,24.9993238566724,121.574163836924
文山區,台北市文山區木柵路一段,2150,公寓,38.3年,建坪45.88,主+陽+露41.37,5/5樓,4房(室)3廳2衛(含加蓋1房(室)1廳--衛),1,24.9883609134,121.550646341
文山區,台北市文山區辛亥路五段,2388,華廈,8.5年,建坪26.33,主+陽12.32,7/9樓,3房(室)1廳1衛(含加蓋1房(室)--廳--衛),1,24.9996507406229,121.55374435061
